user_id,date,direction,internal,operator_id,is_missed_call,calls_count,call_duration,total_call_duration
166377,2019-08-13 00:00:00+03:00,in,False,880028,False,1,88,102
166377,2019-08-13 00:00:00+03:00,out,False,880028,True,1,0,60
166377,2019-08-14 00:00:00+03:00,out,False,880028,True,7,0,105
166377,2019-08-14 00:00:00+03:00,in,False,880026,False,2,197,218
166377,2019-08-14 00:00:00+03:00,in,False,,True,1,0,3
166377,2019-08-14 00:00:00+03:00,in,False,880028,False,1,33,37
166377,2019-08-14 00:00:00+03:00,out,True,880026,True,2,0,0
166377,2019-08-14 00:00:00+03:00,out,False,880028,False,18,2686,2782
166377,2019-08-14 00:00:00+03:00,out,False,880026,True,7,0,38
166377,2019-08-14 00:00:00+03:00,out,False,880026,False,10,1567,1654
166377,2019-08-14 00:00:00+03:00,out,False,880026,False,10,1567,1654
166377,2019-08-14 00:00:00+03:00,in,False,,True,1,0,3
166377,2019-08-15 00:00:00+03:00,out,False,880026,False,11,1413,1473
166377,2019-08-15 00:00:00+03:00,out,False,880028,True,8,0,458
166377,2019-08-15 00:00:00+03:00,out,False,880028,False,19,2653,2779
166377,2019-08-15 00:00:00+03:00,in,False,880028,False,1,23,27
166377,2019-08-15 00:00:00+03:00,out,False,880026,True,15,0,330
166377,2019-08-15 00:00:00+03:00,out,False,880026,False,11,1413,1473
166377,2019-08-16 00:00:00+03:00,out,False,880026,True,6,0,249
166377,2019-08-16 00:00:00+03:00,out,False,880026,False,15,1658,1714
166377,2019-08-16 00:00:00+03:00,out,False,880028,True,4,0,29
166377,2019-08-16 00:00:00+03:00,out,False,880028,False,15,1574,1674
166377,2019-08-16 00:00:00+03:00,out,True,880026,True,3,0,2
166377,2019-08-19 00:00:00+03:00,out,False,880026,True,13,0,142
166377,2019-08-19 00:00:00+03:00,out,False,880026,False,14,1519,1598
166377,2019-08-19 00:00:00+03:00,out,False,880028,True,5,0,170
166377,2019-08-19 00:00:00+03:00,in,False,880028,False,1,21,39
166377,2019-08-19 00:00:00+03:00,out,False,880028,False,8,904,1033
166377,2019-08-19 00:00:00+03:00,out,False,880026,False,14,1519,1598
166377,2019-08-20 00:00:00+03:00,out,False,880028,False,32,2975,3243
166377,2019-08-20 00:00:00+03:00,out,False,880026,False,19,2568,2758
166377,2019-08-20 00:00:00+03:00,out,False,880028,True,13,0,572
166377,2019-08-20 00:00:00+03:00,in,False,880028,False,1,30,33
166377,2019-08-20 00:00:00+03:00,out,False,880026,True,9,0,53
166377,2019-08-21 00:00:00+03:00,out,False,880026,True,8,0,174
166377,2019-08-21 00:00:00+03:00,out,False,880028,True,22,0,717
166377,2019-08-21 00:00:00+03:00,out,False,880028,False,19,3496,3613
166377,2019-08-21 00:00:00+03:00,out,False,880026,False,23,2692,2844
166377,2019-08-22 00:00:00+03:00,out,False,880026,True,6,0,55
166377,2019-08-22 00:00:00+03:00,out,False,880026,False,23,2979,3062
166377,2019-08-22 00:00:00+03:00,out,False,880028,True,18,0,710
166377,2019-08-22 00:00:00+03:00,out,False,880028,False,15,1866,1992
166377,2019-08-22 00:00:00+03:00,in,False,880020,False,1,33,49
166377,2019-08-22 00:00:00+03:00,in,False,,True,1,0,1
166377,2019-08-22 00:00:00+03:00,out,False,880026,True,6,0,55
166377,2019-08-23 00:00:00+03:00,in,False,880026,False,1,45,52
166377,2019-08-23 00:00:00+03:00,out,False,880026,True,11,0,54
166377,2019-08-23 00:00:00+03:00,in,False,,True,2,0,47
166377,2019-08-23 00:00:00+03:00,in,False,880028,False,1,41,54
166377,2019-08-23 00:00:00+03:00,out,False,880028,False,24,2242,2413
166377,2019-08-23 00:00:00+03:00,out,False,880026,False,43,3435,3654
166377,2019-08-23 00:00:00+03:00,out,False,880028,True,24,0,597
166377,2019-08-23 00:00:00+03:00,out,False,880026,False,43,3435,3654
166377,2019-08-23 00:00:00+03:00,in,False,880026,False,1,45,52
166377,2019-08-24 00:00:00+03:00,in,False,,True,2,0,35
166377,2019-08-26 00:00:00+03:00,out,True,880022,True,3,0,0
166377,2019-08-26 00:00:00+03:00,in,False,880028,False,2,285,302
166377,2019-08-26 00:00:00+03:00,out,False,880026,False,28,3298,3395
166377,2019-08-26 00:00:00+03:00,out,False,880028,True,4,0,241
166377,2019-08-26 00:00:00+03:00,out,False,880022,False,3,1079,1093
166377,2019-08-26 00:00:00+03:00,out,False,880028,False,5,426,487
166377,2019-08-26 00:00:00+03:00,out,False,880026,True,2,0,46
166377,2019-08-27 00:00:00+03:00,out,False,880026,False,22,3242,3329
166377,2019-08-27 00:00:00+03:00,out,False,880026,True,5,0,119
166377,2019-08-27 00:00:00+03:00,out,False,880028,True,27,0,983
166377,2019-08-27 00:00:00+03:00,out,False,880028,False,20,2784,2979
166377,2019-08-27 00:00:00+03:00,out,False,880028,False,20,2784,2979
166377,2019-08-28 00:00:00+03:00,out,False,880026,True,11,0,129
166377,2019-08-28 00:00:00+03:00,out,False,880026,False,16,1783,1868
166377,2019-08-28 00:00:00+03:00,out,False,880028,False,19,1485,1777
166377,2019-08-28 00:00:00+03:00,out,False,880028,True,29,0,993
166377,2019-08-29 00:00:00+03:00,out,False,880026,False,22,3244,3396
166377,2019-08-29 00:00:00+03:00,in,False,880026,False,1,48,52
166377,2019-08-29 00:00:00+03:00,out,False,880028,True,16,0,662
166377,2019-08-29 00:00:00+03:00,out,False,880026,True,23,0,321
166377,2019-08-29 00:00:00+03:00,in,False,,True,2,0,60
166377,2019-08-29 00:00:00+03:00,out,False,880028,False,25,2323,2595
166377,2019-08-29 00:00:00+03:00,out,False,880028,False,25,2323,2595
166377,2019-08-30 00:00:00+03:00,out,False,880028,True,8,0,384
166377,2019-08-30 00:00:00+03:00,out,False,880026,False,24,1653,1864
166377,2019-08-30 00:00:00+03:00,in,False,880028,False,1,45,65
166377,2019-08-30 00:00:00+03:00,out,False,880022,False,1,239,257
166377,2019-08-30 00:00:00+03:00,out,False,880028,False,14,989,1099
166377,2019-08-30 00:00:00+03:00,out,False,880026,True,11,0,292
166377,2019-09-02 00:00:00+03:00,in,False,880028,False,2,66,75
166377,2019-09-02 00:00:00+03:00,in,False,880026,False,1,31,34
166377,2019-09-02 00:00:00+03:00,out,False,880026,False,16,1853,1983
166377,2019-09-02 00:00:00+03:00,out,False,880026,True,6,0,168
166377,2019-09-02 00:00:00+03:00,out,False,880028,False,20,2529,2687
166377,2019-09-02 00:00:00+03:00,out,False,880028,True,29,0,1345
166377,2019-09-02 00:00:00+03:00,out,True,880020,True,2,0,0
166377,2019-09-02 00:00:00+03:00,out,False,880020,True,2,0,3
166377,2019-09-03 00:00:00+03:00,out,False,880028,False,17,1573,1733
166377,2019-09-03 00:00:00+03:00,in,False,,True,1,0,20
166377,2019-09-03 00:00:00+03:00,out,False,880026,False,23,2054,2198
166377,2019-09-03 00:00:00+03:00,out,False,880028,True,18,0,416
166377,2019-09-03 00:00:00+03:00,out,False,880026,True,8,0,248
166377,2019-09-03 00:00:00+03:00,out,False,880028,True,18,0,416
166377,2019-09-04 00:00:00+03:00,out,True,880022,True,1,0,2
166377,2019-09-04 00:00:00+03:00,out,False,880026,True,7,0,164
166377,2019-09-04 00:00:00+03:00,in,False,,True,1,0,19
166377,2019-09-04 00:00:00+03:00,out,False,880022,False,3,360,395
166377,2019-09-04 00:00:00+03:00,out,False,880022,True,1,0,55
166377,2019-09-04 00:00:00+03:00,out,True,880028,True,1,0,1
166377,2019-09-04 00:00:00+03:00,out,False,880026,False,27,2176,2393
166377,2019-09-04 00:00:00+03:00,in,False,880028,False,1,195,208
166377,2019-09-04 00:00:00+03:00,out,False,880028,False,15,2539,2613
166377,2019-09-04 00:00:00+03:00,out,False,880028,True,19,0,230
166377,2019-09-05 00:00:00+03:00,out,False,880026,True,6,0,242
166377,2019-09-05 00:00:00+03:00,out,False,880026,False,21,2748,2928
166377,2019-09-05 00:00:00+03:00,in,False,880020,False,1,63,70
166377,2019-09-05 00:00:00+03:00,out,False,880028,False,8,983,1010
166377,2019-09-05 00:00:00+03:00,in,False,,True,2,0,23
166377,2019-09-05 00:00:00+03:00,out,False,880028,True,9,0,247
166377,2019-09-05 00:00:00+03:00,in,False,880026,False,1,63,65
166377,2019-09-05 00:00:00+03:00,out,True,880022,True,2,0,0
166377,2019-09-05 00:00:00+03:00,out,False,880022,False,6,746,760
166377,2019-09-05 00:00:00+03:00,out,False,880022,False,6,746,760
166377,2019-09-06 00:00:00+03:00,out,True,880022,True,2,0,0
166377,2019-09-06 00:00:00+03:00,out,False,880022,False,5,1243,1265
166377,2019-09-06 00:00:00+03:00,out,False,880028,True,9,0,392
166377,2019-09-06 00:00:00+03:00,out,False,880028,False,13,1304,1441
166377,2019-09-06 00:00:00+03:00,out,True,880026,True,1,0,3
166377,2019-09-06 00:00:00+03:00,in,False,880020,False,1,48,56
166377,2019-09-06 00:00:00+03:00,out,False,880022,True,4,0,112
166377,2019-09-06 00:00:00+03:00,out,False,880026,False,14,1045,1127
166377,2019-09-09 00:00:00+03:00,out,False,880026,True,5,0,114
166377,2019-09-09 00:00:00+03:00,out,False,880028,True,9,0,316
166377,2019-09-09 00:00:00+03:00,out,False,880022,False,4,234,302
166377,2019-09-09 00:00:00+03:00,out,False,880026,False,16,1479,1616
166377,2019-09-09 00:00:00+03:00,out,False,880022,True,5,0,192
166377,2019-09-09 00:00:00+03:00,in,False,880020,False,1,54,58
166377,2019-09-09 00:00:00+03:00,in,False,,True,1,0,29
166377,2019-09-09 00:00:00+03:00,in,False,880026,False,1,32,40
166377,2019-09-09 00:00:00+03:00,out,False,880028,False,18,1601,1806
166377,2019-09-10 00:00:00+03:00,in,False,,True,1,0,26
166377,2019-09-10 00:00:00+03:00,out,False,880028,True,19,0,552
166377,2019-09-10 00:00:00+03:00,out,False,880022,True,1,0,54
166377,2019-09-10 00:00:00+03:00,out,False,880028,False,29,2082,2256
166377,2019-09-10 00:00:00+03:00,out,False,880026,False,32,2451,2620
166377,2019-09-10 00:00:00+03:00,out,False,880022,False,2,88,91
166377,2019-09-10 00:00:00+03:00,out,False,880026,True,6,0,178
166377,2019-09-10 00:00:00+03:00,out,False,880022,True,1,0,54
166377,2019-09-11 00:00:00+03:00,in,False,,True,1,0,2
166377,2019-09-11 00:00:00+03:00,out,False,880026,False,16,1452,1529
166377,2019-09-11 00:00:00+03:00,out,False,880022,False,5,479,533
166377,2019-09-11 00:00:00+03:00,out,False,880028,False,22,2226,2423
166377,2019-09-11 00:00:00+03:00,out,False,880022,True,3,0,92
166377,2019-09-11 00:00:00+03:00,in,False,880028,False,1,152,158
166377,2019-09-11 00:00:00+03:00,out,True,880022,True,2,0,0
166377,2019-09-11 00:00:00+03:00,out,False,880028,True,6,0,144
166377,2019-09-11 00:00:00+03:00,out,False,880026,True,5,0,86
166377,2019-09-11 00:00:00+03:00,out,False,880028,True,6,0,144
166377,2019-09-11 00:00:00+03:00,out,False,880022,True,3,0,92
166377,2019-09-12 00:00:00+03:00,in,False,880028,False,1,69,73
166377,2019-09-12 00:00:00+03:00,out,False,880028,True,10,0,297
166377,2019-09-12 00:00:00+03:00,out,False,880028,False,16,1030,1161
166377,2019-09-12 00:00:00+03:00,in,False,880020,False,1,45,49
166377,2019-09-12 00:00:00+03:00,out,False,880022,True,6,0,232
166377,2019-09-12 00:00:00+03:00,out,False,880026,False,25,2311,2403
166377,2019-09-12 00:00:00+03:00,out,False,880026,True,3,0,118
166377,2019-09-12 00:00:00+03:00,in,False,,True,4,0,77
166377,2019-09-12 00:00:00+03:00,out,False,880022,False,1,147,150
166377,2019-09-12 00:00:00+03:00,in,False,880020,False,1,45,49
166377,2019-09-12 00:00:00+03:00,out,False,880028,False,16,1030,1161
166377,2019-09-13 00:00:00+03:00,out,False,880026,False,25,1906,2034
166377,2019-09-13 00:00:00+03:00,out,False,880028,True,3,0,63
166377,2019-09-13 00:00:00+03:00,out,False,880022,True,3,0,116
166377,2019-09-13 00:00:00+03:00,out,False,880028,False,26,2569,2861
166377,2019-09-13 00:00:00+03:00,out,False,880022,False,1,71,74
166377,2019-09-13 00:00:00+03:00,in,False,880020,False,1,39,43
166377,2019-09-13 00:00:00+03:00,out,False,880026,True,11,0,138
166377,2019-09-16 00:00:00+03:00,out,False,880026,True,7,0,99
166377,2019-09-16 00:00:00+03:00,out,False,880028,True,15,0,229
166377,2019-09-16 00:00:00+03:00,out,False,880026,False,31,2587,2797
166377,2019-09-16 00:00:00+03:00,in,False,880026,False,1,28,34
166377,2019-09-16 00:00:00+03:00,out,False,880028,False,22,3047,3224
166377,2019-09-16 00:00:00+03:00,in,False,,True,8,0,119
166377,2019-09-16 00:00:00+03:00,out,False,880026,True,7,0,99
166377,2019-09-17 00:00:00+03:00,out,False,880022,False,1,126,128
166377,2019-09-17 00:00:00+03:00,in,False,880028,False,1,247,250
166377,2019-09-17 00:00:00+03:00,out,False,880028,True,23,0,651
166377,2019-09-17 00:00:00+03:00,in,False,,True,2,0,60
166377,2019-09-17 00:00:00+03:00,out,False,880026,False,16,790,946
166377,2019-09-17 00:00:00+03:00,out,False,880028,False,35,2507,2787
166377,2019-09-17 00:00:00+03:00,out,False,880022,True,7,0,212
166377,2019-09-17 00:00:00+03:00,out,False,880026,True,2,0,0
166377,2019-09-18 00:00:00+03:00,out,False,880026,False,4,299,315
166377,2019-09-18 00:00:00+03:00,out,False,880022,True,2,0,103
166377,2019-09-18 00:00:00+03:00,out,False,880028,False,20,2447,2634
166377,2019-09-18 00:00:00+03:00,out,False,880022,False,1,71,73
166377,2019-09-18 00:00:00+03:00,out,False,880026,True,2,0,38
166377,2019-09-18 00:00:00+03:00,out,False,880028,True,7,0,201
166377,2019-09-19 00:00:00+03:00,in,False,880028,False,1,21,23
166377,2019-09-19 00:00:00+03:00,out,False,880026,True,8,0,192
166377,2019-09-19 00:00:00+03:00,out,False,880022,False,2,359,364
166377,2019-09-19 00:00:00+03:00,out,False,880022,True,8,0,251
166377,2019-09-19 00:00:00+03:00,out,True,880022,True,1,0,1
166377,2019-09-19 00:00:00+03:00,out,False,880028,True,23,0,700
166377,2019-09-19 00:00:00+03:00,out,False,880028,False,18,1638,1775
166377,2019-09-19 00:00:00+03:00,out,False,880026,False,30,2666,2808
166377,2019-09-20 00:00:00+03:00,out,False,880028,True,17,0,552
166377,2019-09-20 00:00:00+03:00,out,False,880022,False,1,219,221
166377,2019-09-20 00:00:00+03:00,out,False,880022,True,10,0,509
166377,2019-09-20 00:00:00+03:00,out,False,880026,False,28,2310,2473
166377,2019-09-20 00:00:00+03:00,out,False,880028,False,17,1683,1848
166377,2019-09-20 00:00:00+03:00,in,False,880020,False,1,17,28
166377,2019-09-20 00:00:00+03:00,out,False,880026,True,15,0,393
166377,2019-09-23 00:00:00+03:00,out,False,880028,True,24,0,509
166377,2019-09-23 00:00:00+03:00,out,False,880026,True,13,0,401
166377,2019-09-23 00:00:00+03:00,out,False,880028,False,24,2181,2368
166377,2019-09-23 00:00:00+03:00,out,False,880026,False,21,2375,2485
166377,2019-09-23 00:00:00+03:00,out,False,880022,True,2,0,13
166377,2019-09-23 00:00:00+03:00,out,True,880028,True,1,0,2
166377,2019-09-23 00:00:00+03:00,in,False,880026,False,1,43,49
166377,2019-09-23 00:00:00+03:00,out,False,880022,False,3,351,385
166377,2019-09-23 00:00:00+03:00,out,False,880026,False,21,2375,2485
166377,2019-09-24 00:00:00+03:00,out,False,880026,True,8,0,100
166377,2019-09-24 00:00:00+03:00,in,False,,True,2,0,4
166377,2019-09-24 00:00:00+03:00,in,False,880028,False,3,158,169
166377,2019-09-24 00:00:00+03:00,out,False,880028,True,13,0,520
166377,2019-09-24 00:00:00+03:00,out,False,880026,False,16,1666,1767
166377,2019-09-24 00:00:00+03:00,out,False,880022,False,3,353,366
166377,2019-09-24 00:00:00+03:00,out,False,880022,True,1,0,38
166377,2019-09-24 00:00:00+03:00,out,False,880028,False,26,2570,2755
166377,2019-09-25 00:00:00+03:00,out,False,880022,False,7,1316,1352
166377,2019-09-25 00:00:00+03:00,out,False,880022,True,8,0,423
166377,2019-09-25 00:00:00+03:00,out,False,880026,False,18,1862,1925
166377,2019-09-25 00:00:00+03:00,out,False,880028,True,14,0,193
166377,2019-09-25 00:00:00+03:00,out,False,880026,True,6,0,50
166377,2019-09-25 00:00:00+03:00,out,False,880028,False,22,1216,1352
166377,2019-09-25 00:00:00+03:00,out,False,880022,True,8,0,423
166377,2019-09-25 00:00:00+03:00,out,False,880026,True,6,0,50
166377,2019-09-26 00:00:00+03:00,out,False,880028,True,29,0,553
166377,2019-09-26 00:00:00+03:00,out,False,880026,False,16,1250,1308
166377,2019-09-26 00:00:00+03:00,out,False,880028,False,26,2303,2570
166377,2019-09-26 00:00:00+03:00,out,False,880022,False,3,2411,2419
166377,2019-09-26 00:00:00+03:00,out,False,880026,True,14,0,87
166377,2019-09-26 00:00:00+03:00,in,False,880028,False,1,88,96
166377,2019-09-26 00:00:00+03:00,out,False,880022,False,3,2411,2419
166377,2019-09-27 00:00:00+03:00,out,False,880026,False,11,1854,1897
166377,2019-09-27 00:00:00+03:00,out,False,880026,True,3,0,87
166377,2019-09-27 00:00:00+03:00,out,False,880022,False,1,84,86
166377,2019-09-27 00:00:00+03:00,out,False,880022,True,1,0,44
166377,2019-09-27 00:00:00+03:00,out,False,880028,False,19,921,1171
166377,2019-09-27 00:00:00+03:00,in,False,880026,False,1,6,12
166377,2019-09-27 00:00:00+03:00,out,False,880028,True,21,0,475
166377,2019-09-27 00:00:00+03:00,out,False,880028,False,19,921,1171
166377,2019-09-30 00:00:00+03:00,out,False,880020,False,4,724,749
166377,2019-09-30 00:00:00+03:00,out,False,880022,False,1,144,146
166377,2019-09-30 00:00:00+03:00,out,False,880020,True,4,0,12
166377,2019-10-01 00:00:00+03:00,out,False,880026,False,19,2023,2155
166377,2019-10-01 00:00:00+03:00,out,False,880020,False,1,106,108
166377,2019-10-01 00:00:00+03:00,out,False,880026,True,3,0,102
166377,2019-10-02 00:00:00+03:00,out,False,880026,True,3,0,69
166377,2019-10-02 00:00:00+03:00,in,False,880026,False,3,556,568
166377,2019-10-02 00:00:00+03:00,in,False,,True,3,0,86
166377,2019-10-02 00:00:00+03:00,out,False,880028,True,10,0,313
166377,2019-10-02 00:00:00+03:00,out,False,880028,False,19,1768,1957
166377,2019-10-02 00:00:00+03:00,out,False,880026,False,20,1762,1880
166377,2019-10-03 00:00:00+03:00,out,False,880020,False,1,71,73
166377,2019-10-03 00:00:00+03:00,out,False,880022,False,1,48,50
166377,2019-10-03 00:00:00+03:00,out,True,880026,True,2,0,0
166377,2019-10-03 00:00:00+03:00,out,False,880026,False,19,1367,1530
166377,2019-10-03 00:00:00+03:00,out,False,880028,False,19,1430,1565
166377,2019-10-03 00:00:00+03:00,in,False,880028,False,2,133,140
166377,2019-10-03 00:00:00+03:00,out,False,880028,True,24,0,680
166377,2019-10-03 00:00:00+03:00,in,False,,True,2,0,60
166377,2019-10-03 00:00:00+03:00,out,False,880026,True,1,0,23
166377,2019-10-03 00:00:00+03:00,out,False,880028,True,24,0,680
166377,2019-10-03 00:00:00+03:00,out,False,880026,True,1,0,23
166377,2019-10-04 00:00:00+03:00,out,False,880028,False,20,2393,2658
166377,2019-10-04 00:00:00+03:00,out,False,880028,True,19,0,447
166377,2019-10-04 00:00:00+03:00,out,False,880022,False,1,513,520
166377,2019-10-04 00:00:00+03:00,out,True,880026,True,1,0,0
166377,2019-10-04 00:00:00+03:00,out,False,880026,False,23,2086,2256
166377,2019-10-04 00:00:00+03:00,out,True,880026,True,1,0,0
166377,2019-10-07 00:00:00+03:00,out,False,880026,False,21,2024,2136
166377,2019-10-07 00:00:00+03:00,in,False,,True,2,0,71
166377,2019-10-07 00:00:00+03:00,out,False,880026,True,16,0,163
166377,2019-10-07 00:00:00+03:00,in,False,880028,False,1,19,31
166377,2019-10-07 00:00:00+03:00,out,True,880026,True,1,0,1
166377,2019-10-07 00:00:00+03:00,out,False,880028,True,15,0,460
166377,2019-10-07 00:00:00+03:00,out,False,880028,False,12,494,582
166377,2019-10-08 00:00:00+03:00,out,False,880026,True,6,0,21
166377,2019-10-08 00:00:00+03:00,in,False,880028,False,1,18,25
166377,2019-10-08 00:00:00+03:00,out,False,880028,False,18,2470,2570
166377,2019-10-08 00:00:00+03:00,out,False,880028,True,12,0,355
166377,2019-10-08 00:00:00+03:00,in,False,,True,1,0,6
166377,2019-10-08 00:00:00+03:00,out,False,880026,False,24,2003,2170
166377,2019-10-08 00:00:00+03:00,out,False,880028,False,18,2470,2570
166377,2019-10-09 00:00:00+03:00,out,False,880028,True,12,0,266
166377,2019-10-09 00:00:00+03:00,in,False,,True,4,0,22
166377,2019-10-09 00:00:00+03:00,out,False,880026,False,14,1237,1333
166377,2019-10-09 00:00:00+03:00,out,False,880028,False,13,658,753
166377,2019-10-09 00:00:00+03:00,out,False,880026,True,4,0,77
166377,2019-10-10 00:00:00+03:00,in,False,,True,4,0,32
166377,2019-10-10 00:00:00+03:00,out,False,880028,False,19,2020,2132
166377,2019-10-10 00:00:00+03:00,out,False,880026,True,6,0,83
166377,2019-10-10 00:00:00+03:00,out,False,880028,True,14,0,375
166377,2019-10-10 00:00:00+03:00,out,False,880026,False,22,1597,1710
166377,2019-10-10 00:00:00+03:00,in,False,,True,4,0,32
166377,2019-10-11 00:00:00+03:00,out,False,880028,True,7,0,235
166377,2019-10-11 00:00:00+03:00,out,True,880026,True,1,0,0
166377,2019-10-11 00:00:00+03:00,out,False,880028,False,32,2835,3100
166377,2019-10-11 00:00:00+03:00,in,False,880026,False,3,100,113
166377,2019-10-11 00:00:00+03:00,out,False,880026,True,1,0,46
166377,2019-10-11 00:00:00+03:00,in,False,880028,False,1,220,223
166377,2019-10-11 00:00:00+03:00,out,False,880026,False,12,963,1040
166377,2019-10-11 00:00:00+03:00,in,False,880028,False,1,220,223
166377,2019-10-11 00:00:00+03:00,out,False,880028,False,32,2835,3100
166377,2019-10-14 00:00:00+03:00,out,False,880026,False,9,1069,1151
166377,2019-10-14 00:00:00+03:00,out,False,880026,True,5,0,117
166377,2019-10-14 00:00:00+03:00,out,False,880028,False,17,1819,2006
166377,2019-10-14 00:00:00+03:00,out,False,880028,True,18,0,692
166377,2019-10-14 00:00:00+03:00,out,False,880028,True,18,0,692
166377,2019-10-15 00:00:00+03:00,out,False,880028,False,14,1087,1182
166377,2019-10-15 00:00:00+03:00,out,False,880026,True,7,0,114
166377,2019-10-15 00:00:00+03:00,out,False,880026,False,15,1270,1340
166377,2019-10-15 00:00:00+03:00,in,False,,True,1,0,1
166377,2019-10-15 00:00:00+03:00,out,False,880028,True,19,0,237
166377,2019-10-15 00:00:00+03:00,in,False,880022,False,1,13,31
166377,2019-10-15 00:00:00+03:00,out,False,880022,False,2,34,42
166377,2019-10-16 00:00:00+03:00,out,False,880026,True,6,0,101
166377,2019-10-16 00:00:00+03:00,out,False,880028,True,15,0,356
166377,2019-10-16 00:00:00+03:00,in,False,880028,False,1,23,26
166377,2019-10-16 00:00:00+03:00,out,False,880022,False,3,409,421
166377,2019-10-16 00:00:00+03:00,out,False,880026,False,14,2066,2147
166377,2019-10-16 00:00:00+03:00,out,False,880028,False,28,2288,2536
166377,2019-10-17 00:00:00+03:00,out,False,880028,False,24,2228,2404
166377,2019-10-17 00:00:00+03:00,out,False,880028,True,20,0,421
166377,2019-10-17 00:00:00+03:00,out,False,880026,True,5,0,112
166377,2019-10-17 00:00:00+03:00,out,False,880026,False,22,2431,2526
166377,2019-10-17 00:00:00+03:00,in,False,,True,1,0,27
166377,2019-10-18 00:00:00+03:00,out,False,880028,True,11,0,323
166377,2019-10-18 00:00:00+03:00,out,False,880028,False,20,1693,1889
166377,2019-10-18 00:00:00+03:00,out,False,880022,False,2,802,809
166377,2019-10-18 00:00:00+03:00,out,False,880026,True,4,0,139
166377,2019-10-18 00:00:00+03:00,out,False,880026,False,15,2146,2234
166377,2019-10-18 00:00:00+03:00,out,False,880028,False,20,1693,1889
166377,2019-10-19 00:00:00+03:00,in,False,,True,1,0,83
166377,2019-10-20 00:00:00+03:00,in,False,,True,1,0,66
166377,2019-10-21 00:00:00+03:00,out,False,880028,True,16,0,667
166377,2019-10-21 00:00:00+03:00,out,False,880028,False,21,1403,1633
166377,2019-10-21 00:00:00+03:00,in,False,880028,False,1,96,99
166377,2019-10-21 00:00:00+03:00,out,False,880026,True,5,0,119
166377,2019-10-21 00:00:00+03:00,out,False,881278,False,3,465,476
166377,2019-10-21 00:00:00+03:00,out,False,880026,False,24,2023,2201
166377,2019-10-21 00:00:00+03:00,out,True,880026,True,1,0,0
166377,2019-10-22 00:00:00+03:00,in,False,880028,False,3,93,101
166377,2019-10-22 00:00:00+03:00,out,False,880028,False,18,1738,1863
166377,2019-10-22 00:00:00+03:00,in,False,,True,1,0,3
166377,2019-10-22 00:00:00+03:00,out,True,880028,False,1,2,4
166377,2019-10-22 00:00:00+03:00,out,False,880028,True,5,0,143
166377,2019-10-22 00:00:00+03:00,out,False,880026,False,18,1336,1438
166377,2019-10-22 00:00:00+03:00,out,False,880022,True,1,0,6
166377,2019-10-22 00:00:00+03:00,out,False,880026,True,9,0,258
166377,2019-10-22 00:00:00+03:00,out,False,880022,True,1,0,6
166377,2019-10-22 00:00:00+03:00,out,True,880028,False,1,2,4
