Buy Ts,Revenue,Uid
2017-06-01 20:21:00,1.4,10303622633602341332
2017-06-01 20:23:00,0.73,3755607085219326433
2017-06-01 20:25:00,2.44,8505275122433195603
2017-06-01 20:35:00,0.24,3520273333047097992
2017-06-01 20:40:00,0.37,2488656382467361677
2017-06-01 20:51:00,2.44,12248741502710236424
2017-06-01 20:58:00,0.92,14985189852169818380
2017-06-01 21:02:00,0.49,3738863118490040629
2017-06-01 21:09:00,2.44,9729244501093943694
2017-06-01 21:12:00,0.98,18124631666135248287
2017-06-01 21:14:00,3.05,8655045207590755923
2017-06-01 21:19:00,3.67,13596221371441143698
2017-06-01 21:24:00,1.22,7824202342768388517
2017-06-01 21:25:00,0.61,13939592583492255989
2017-06-01 21:34:00,7.33,16629405715417935041
2017-06-01 21:42:00,3.48,6599656347111031979
2017-06-01 21:45:00,0.85,17697346943645800950
2017-06-01 21:45:00,0.24,11726070853000284272
2017-06-01 21:49:00,3.3,5393972724164817668
2017-06-01 21:50:00,5.38,9347924435714817549
2017-06-01 21:52:00,6.72,5228169263697525536
2017-06-01 21:53:00,0.55,7362714695255833791
2017-06-01 21:53:00,2.2,11090956117380600507
2017-06-01 21:56:00,7.33,16629405715417935041
2017-06-01 21:59:00,0.98,17950587498543383909
2017-06-01 21:59:00,1.83,9101847584127812729
2017-06-01 22:05:00,9.78,8040175152097812665
2017-06-01 22:08:00,0.15,585738041899923335
2017-06-01 22:20:00,0.24,6579993173084588818
2017-06-01 22:26:00,1.47,5540795086971845219
2017-06-01 22:27:00,4.15,4134784971539361818
2017-06-01 22:35:00,3.42,18284967083997117828
2017-06-01 22:36:00,4.28,8085885878885667734
2017-06-01 22:49:00,18.33,1448747731515840830
2017-06-01 22:56:00,5.8,15651425822865363997
2017-06-01 23:00:00,0.61,13939592583492255989
2017-06-01 23:00:00,2.2,11274979605518496333
2017-06-01 23:17:00,4.15,4134784971539361818
2017-06-02 00:04:00,0.24,2139147779311957060
2017-06-02 00:30:00,3.89,13976954736506480008
2017-06-02 00:49:00,3.05,5767315025985717562
2017-06-02 00:55:00,1.22,12044090133793755196
2017-06-02 01:47:00,4.58,13189903617761702101
2017-06-02 02:28:00,4.89,10961925860435289171
2017-06-02 08:35:00,0.98,14246100255319556901
2017-06-02 08:39:00,13.75,8741433263041703060
2017-06-02 08:42:00,0.3,4627890001757671730
2017-06-02 09:24:00,14.67,4428482928085636621
2017-06-02 09:41:00,1.83,12580826049914769163
2017-06-02 09:50:00,2.2,7233675705277812183
2017-06-02 09:56:00,9.17,2807404817192475642
2017-06-02 10:00:00,2.32,9030861498633396506
2017-06-02 10:04:00,4.64,10356483959216554207
2017-06-02 10:15:00,2.32,2369645070944538824
2017-06-02 10:18:00,2.93,1210481103526146221
2017-06-02 10:18:00,2.69,9347924435714817549
2017-06-02 10:34:00,1.83,16755478264832799846
2017-06-02 10:40:00,3.05,17798581808419982152
2017-06-02 10:53:00,3.48,6464457230348112220
2017-06-02 11:03:00,2.2,11703978165784724501
2017-06-02 11:06:00,2.14,15266091910218530949
2017-06-02 11:07:00,7.94,18356291846186962799
2017-06-02 11:23:00,1.28,4341315891008130213
2017-06-02 11:33:00,2.08,4134784971539361818
2017-06-02 11:41:00,2.38,10574773787033238746
2017-06-02 11:42:00,4.89,2153658348329953576
2017-06-02 11:46:00,3.67,15228529605684885540
2017-06-02 11:46:00,1.22,10116135452198588850
2017-06-02 11:47:00,0.37,3146568862597774354
2017-06-02 11:48:00,1.22,15230857539371059354
2017-06-02 11:52:00,0.18,17437145219598045138
2017-06-02 12:12:00,3.05,6395439280015439216
2017-06-02 12:20:00,3.67,1351361558057820554
2017-06-02 12:24:00,0.37,17606865187098888614
2017-06-02 12:26:00,0.49,2339290020396488103
2017-06-02 12:32:00,3.89,18283164068049001576
2017-06-02 12:33:00,0.61,14028115454453445103
2017-06-02 12:34:00,2.08,123938579328720209
2017-06-02 12:39:00,0.49,308012096412021512
2017-06-02 12:40:00,22.0,17648921517901779207
2017-06-02 12:42:00,4.64,7423732129456637298
2017-06-02 12:44:00,0.85,3644482766749211722
2017-06-02 12:46:00,1.53,14234542224126981688
2017-06-02 12:58:00,2.32,16834079793805208235
2017-06-02 13:04:00,2.44,17008161102345737967
2017-06-02 13:06:00,5.5,10116135452198588850
2017-06-02 13:09:00,0.49,9483575085812707727
2017-06-02 13:10:00,0.15,14028115454453445103
2017-06-02 13:16:00,0.37,3146568862597774354
2017-06-02 13:20:00,4.89,13370136232592399618
2017-06-02 13:26:00,2.2,3520858494550896193
2017-06-02 13:48:00,7.33,14755900535288047227
2017-06-02 13:55:00,1.71,12835936629138870232
2017-06-02 14:16:00,1.47,2339290020396488103
2017-06-02 14:23:00,1.83,7189518422901022358
2017-06-02 14:32:00,2.44,10116135452198588850
2017-06-02 14:56:00,0.49,1119066889480682935
2017-06-02 15:08:00,12.83,3644482766749211722
2017-06-02 15:11:00,0.55,12357791634369603556
2017-06-02 15:14:00,3.48,5613453788267774517
2017-06-02 15:17:00,1.83,548150546551651319
2017-06-02 15:45:00,4.4,7847430889119039145
2017-06-02 15:49:00,0.61,751866705699228845
2017-06-02 16:29:00,3.67,4784496777630857280
2017-06-02 16:40:00,1.22,14939185131740777207
2017-06-02 16:44:00,0.73,3520858494550896193
2017-06-02 16:45:00,0.61,2791428098752514543
2017-06-02 16:47:00,3.67,12245223189911079639
2017-06-02 16:51:00,0.3,1069041816772830090
2017-06-02 16:57:00,0.61,6223165564350916964
2017-06-02 17:03:00,0.24,4971234915012259922
2017-06-02 17:05:00,0.37,13740804329910302209
2017-06-02 17:10:00,1.83,5046863338319566265
2017-06-02 17:17:00,2.69,15115462973614029728
2017-06-02 17:24:00,2.2,17932660987181535199
2017-06-02 17:39:00,0.3,10042262218052845742
2017-06-02 17:42:00,18.58,8994715356230590192
2017-06-02 17:44:00,2.32,971463777484207957
2017-06-02 17:58:00,2.69,3738863118490040629
2017-06-02 18:05:00,3.12,9486676430770533957
2017-06-02 18:23:00,0.61,9476406742452458514
2017-06-02 18:29:00,0.37,6555702697504179127
2017-06-02 18:31:00,2.44,10338544117796622708
2017-06-02 18:41:00,3.67,9893764347066784675
2017-06-02 18:44:00,1.95,9490885543814561414
2017-06-02 18:49:00,1.1,17014908376501071382
2017-06-02 19:05:00,2.44,10338544117796622708
2017-06-02 19:15:00,3.05,8684480204553369243
2017-06-02 19:17:00,0.61,12169678892452829103
2017-06-02 19:18:00,0.46,11601225246889834697
2017-06-02 19:24:00,1.53,14407535435182907694
2017-06-02 19:36:00,2.44,13506772790755333126
2017-06-02 19:38:00,2.32,16226086383309648934
2017-06-02 20:18:00,0.73,682688807801880721
2017-06-02 20:36:00,0.37,2359540376198725496
2017-06-02 20:36:00,3.3,1150701989604715843
2017-06-02 20:45:00,8.55,17976581132032550372
2017-06-02 21:21:00,0.15,9476406742452458514
2017-06-02 21:34:00,4.89,15224800612434078455
2017-06-02 21:50:00,2.75,327008925536897949
2017-06-02 22:02:00,0.98,11273961602733491261
2017-06-02 22:18:00,1.95,1384176974814072272
2017-06-02 22:28:00,2.2,13617122573229712798
2017-06-02 22:33:00,0.3,1069041816772830090
2017-06-02 22:35:00,2.32,11312500732989601801
2017-06-02 22:35:00,3.05,15558957263795183169
2017-06-02 22:46:00,8.55,15145732543179276624
2017-06-02 23:00:00,1.1,18252942666846284035
2017-06-02 23:57:00,0.18,17126245363095199309
2017-06-03 00:24:00,1.1,2758455486826339820
2017-06-03 04:24:00,0.3,8045822472757255061
2017-06-03 05:58:00,0.3,4083545142041234081
2017-06-03 09:05:00,2.44,10755604378030763136
2017-06-03 09:48:00,0.15,138933889262593703
2017-06-03 10:06:00,0.98,16117600481757651635
2017-06-03 10:13:00,1.22,1575281904278712
2017-06-03 10:43:00,4.89,10248725724638225794
2017-06-03 10:44:00,3.67,9400729021248222424
2017-06-03 11:01:00,0.3,10615959404443970151
2017-06-03 11:01:00,4.28,808557978755898346
2017-06-03 11:14:00,6.11,31782048561502182
2017-06-03 11:20:00,7.03,8813006667960260254
2017-06-03 11:23:00,0.46,15248519148082988599
2017-06-03 11:27:00,3.67,11920452646463905188
2017-06-03 11:48:00,4.89,2200675202057710261
2017-06-03 11:50:00,0.3,2232469251401337162
2017-06-03 11:50:00,6.23,9667577658644269267
2017-06-03 12:34:00,1.53,3526500097137358767
2017-06-03 12:43:00,0.3,2156471000111178404
2017-06-03 12:44:00,11.0,8741433263041703060
2017-06-03 12:52:00,0.18,11026980372977460081
2017-06-03 12:54:00,0.98,3493056878207813726
2017-06-03 13:09:00,0.15,10615959404443970151
2017-06-03 13:25:00,2.08,6999002025264542497
2017-06-03 13:26:00,0.61,5797417294488467521
2017-06-03 13:27:00,0.44,7508525456600641710
2017-06-03 13:35:00,2.2,15289609541136108713
2017-06-03 13:56:00,0.18,1671777405352425261
2017-06-03 14:06:00,1.22,16373883655445681076
2017-06-03 14:18:00,3.3,11920452646463905188
2017-06-03 14:26:00,1.22,1210481103526146221
2017-06-03 15:00:00,7.33,3258666320347870687
2017-06-03 15:13:00,2.08,828243530010401159
2017-06-03 15:25:00,1.22,5797417294488467521
2017-06-03 15:30:00,0.61,7181110136258500128
2017-06-03 16:05:00,2.75,11026980372977460081
2017-06-03 16:10:00,4.15,8207211716442596815
2017-06-03 16:18:00,1.53,11980813575469577924
2017-06-03 16:21:00,0.61,5797417294488467521
2017-06-03 16:22:00,9.78,747232740515376471
2017-06-03 16:25:00,1.22,16908195923681658962
2017-06-03 16:34:00,1.53,5193535628208365394
2017-06-03 16:56:00,3.67,106620219523201745
2017-06-03 17:05:00,3.67,345779382857926589
2017-06-03 17:39:00,1.83,1575281904278712
2017-06-03 17:46:00,7.94,2177797038188116114
2017-06-03 17:52:00,0.15,12645915433702022284
2017-06-03 17:59:00,0.61,1386685375059009148
2017-06-03 18:29:00,0.3,14486160493302039000
2017-06-03 18:53:00,0.3,8954198682984911810
2017-06-03 19:16:00,3.05,14006150330342890384
2017-06-03 20:03:00,0.49,3738863118490040629
2017-06-03 20:46:00,1.83,4240989758764106175
2017-06-03 20:57:00,1.83,7701857559527616742
2017-06-03 21:00:00,0.15,4406113272403950964
2017-06-03 21:09:00,0.12,2724166777585803991
2017-06-03 21:17:00,4.44,10199368243688186982
2017-06-03 21:45:00,0.46,17351545812044669141
2017-06-03 21:48:00,0.76,13939592583492255989
2017-06-03 21:50:00,4.28,17405175662798699251
2017-06-03 21:52:00,6.11,11812491352179850550
2017-06-03 22:05:00,3.3,5866727698999099612
2017-06-03 22:11:00,4.96,3994676605128339554
2017-06-03 22:17:00,0.55,4883104446794001436
2017-06-03 22:54:00,0.61,1802745935573208189
2017-06-03 23:45:00,8.55,12215053687292605920
2017-06-04 00:05:00,3.67,4681428328150060516
2017-06-04 00:34:00,3.3,15716824042997822851
2017-06-04 01:46:00,0.61,10292150352462419804
2017-06-04 05:31:00,3.05,14294061919231263804
2017-06-04 08:35:00,0.3,10406186192028721688
2017-06-04 09:50:00,4.89,9227412908740601561
2017-06-04 10:22:00,0.3,2055134068146572132
2017-06-04 10:53:00,2.69,7320692119589446624
2017-06-04 11:07:00,10.89,15534042754764577993
2017-06-04 11:35:00,3.3,2061289301148331883
2017-06-04 11:42:00,14.67,10116135452198588850
2017-06-04 12:00:00,0.3,323421911713326004
2017-06-04 12:11:00,0.3,323421911713326004
2017-06-04 12:22:00,7.33,10116135452198588850
2017-06-04 12:24:00,4.15,3558774155495380966
2017-06-04 12:28:00,9.17,16583163029994351790
2017-06-04 12:28:00,0.92,14784846369406963928
2017-06-04 12:52:00,8.07,3335728246478916564
2017-06-04 12:59:00,0.61,9915358625853116553
2017-06-04 13:06:00,17.11,3644482766749211722
2017-06-04 13:06:00,1.65,6393461840270190104
2017-06-04 13:22:00,5.13,4338675510856329773
2017-06-04 13:23:00,0.61,4822198717484888759
2017-06-04 13:26:00,0.3,5713714064956697095
2017-06-04 13:28:00,0.49,9365123481903099015
2017-06-04 13:40:00,0.3,6232318005785759878
2017-06-04 13:54:00,0.46,13965344144889087501
2017-06-04 13:58:00,19.8,2339290020396488103
2017-06-04 14:02:00,1.95,15696267334062150520
2017-06-04 14:15:00,2.44,12391080626387893939
2017-06-04 14:17:00,0.15,8388324176132123291
2017-06-04 15:00:00,0.37,15537687811619315596
2017-06-04 15:30:00,0.46,14065682297751583237
2017-06-04 15:43:00,0.55,18025558052448985702
2017-06-04 15:47:00,0.15,13831412909528008982
2017-06-04 16:05:00,2.81,11942638596221116814
2017-06-04 16:09:00,0.3,6286337056912737821
2017-06-04 16:10:00,0.55,5131320313155933676
2017-06-04 16:33:00,2.14,15776357003812756217
2017-06-04 16:39:00,2.78,3996670790293923385
2017-06-04 16:58:00,0.3,9914905309366262136
2017-06-04 17:04:00,7.33,16213696876456608159
2017-06-04 17:16:00,0.15,8419824563652718593
2017-06-04 17:56:00,2.5,3996670790293923385
2017-06-04 17:59:00,2.44,4350391515465802088
2017-06-04 19:26:00,0.15,6286337056912737821
2017-06-04 19:30:00,4.89,9227412908740601561
2017-06-04 19:50:00,0.55,12231908034358510243
2017-06-04 20:03:00,0.15,6577192376669608644
2017-06-04 20:12:00,4.89,2951493435924312062
2017-06-04 20:13:00,6.11,7456125710321425733
2017-06-04 20:26:00,2.38,4784264271860059377
2017-06-04 20:43:00,1.1,6014942334457946615
2017-06-04 20:54:00,0.3,18390690794299744940
2017-06-04 21:01:00,3.3,3621788520712541685
2017-06-04 21:33:00,1.65,3514370509744861765
2017-06-04 21:37:00,3.67,17398492294358629398
2017-06-04 22:08:00,0.46,6232318005785759878
2017-06-04 22:10:00,0.98,3206745693272439487
2017-06-04 22:29:00,1.22,12391080626387893939
2017-06-04 22:29:00,1.22,3411616934168509867
2017-06-04 22:36:00,1.67,7865724275724250944
2017-06-04 22:56:00,2.31,1610711893495062651
2017-06-04 22:58:00,4.95,9952915591311758462
2017-06-04 23:05:00,0.3,594003046069741418
2017-06-04 23:49:00,1.22,18228780846507422717
2017-06-05 00:05:00,4.89,10008294309715110463
2017-06-05 00:06:00,0.18,2160901815300590700
2017-06-05 00:34:00,0.46,17351545812044669141
2017-06-05 00:45:00,13.75,10953190014433333132
2017-06-05 01:03:00,8.55,5821679777710799894
2017-06-05 01:06:00,0.46,1324142665669095055
2017-06-05 01:35:00,0.3,7358976485213746170
2017-06-05 02:52:00,3.12,10739817556259434194
2017-06-05 07:11:00,5.5,5026077366936632437
2017-06-05 08:15:00,0.55,15698962704601608388
2017-06-05 08:15:00,5.5,11834947597050981270
2017-06-05 08:20:00,0.15,16858512426873497792
2017-06-05 08:43:00,0.46,14466865575014439785
2017-06-05 08:52:00,0.15,15786837700247079160
2017-06-05 09:00:00,0.61,15639320911091243224
2017-06-05 09:35:00,4.28,11670707190069076025
2017-06-05 09:46:00,2.44,11859028149883916307
2017-06-05 09:54:00,1.22,5564248910950633650
2017-06-05 09:59:00,2.2,13939592583492255989
2017-06-05 10:06:00,0.46,4665226764026551588
2017-06-05 10:11:00,7.33,17819020594894090916
2017-06-05 10:33:00,3.42,3518194335189807090
2017-06-05 10:33:00,3.3,12420260557489048470
2017-06-05 10:36:00,0.3,874945341986980613
2017-06-05 10:41:00,3.05,10977838441249156673
2017-06-05 10:48:00,3.05,17198362251999355054
2017-06-05 10:57:00,4.28,3501042630023977189
2017-06-05 11:00:00,14.67,15267254144999658193
2017-06-05 11:05:00,0.43,14789607617200052203
2017-06-05 11:11:00,4.96,10417811892191280430
2017-06-05 11:12:00,2.08,5252369710024944808
2017-06-05 11:15:00,0.61,8950280474959560786
2017-06-05 11:27:00,0.61,4910867589702830959
2017-06-05 11:37:00,2.32,7004442070485735167
2017-06-05 11:38:00,0.46,17312793232890314843
2017-06-05 11:39:00,6.35,13888745432979765063
2017-06-05 11:44:00,0.55,2130095608435511911
2017-06-05 11:55:00,0.3,17338093657028762596
2017-06-05 11:56:00,3.67,1243031607085908316
2017-06-05 11:58:00,0.61,14878384453262382488
2017-06-05 11:58:00,7.33,3617633216196932735
2017-06-05 12:12:00,4.28,3501042630023977189
2017-06-05 12:21:00,11.0,3163049722392248239
2017-06-05 12:22:00,18.33,5572451178740589261
2017-06-05 12:23:00,2.75,13709818325980860796
2017-06-05 12:39:00,11.0,9367552472198230877
2017-06-05 12:46:00,1.95,6663002918925750032
2017-06-05 12:47:00,3.67,2198189691943758197
2017-06-05 12:47:00,2.2,13659232846413910742
2017-06-05 12:49:00,2.2,684323361726182179
2017-06-05 12:51:00,0.3,4910867589702830959
2017-06-05 12:52:00,1.53,7230722353930337942
2017-06-05 12:55:00,0.92,13065464035232821239
2017-06-05 13:01:00,0.3,9963588569689676170
2017-06-05 13:02:00,2.75,1186757012633220834
2017-06-05 13:03:00,2.69,1668850008065892343
2017-06-05 13:09:00,0.46,4834062110618134876
2017-06-05 13:24:00,2.44,1906172326262950477
2017-06-05 13:28:00,0.55,14971518561982259981
2017-06-05 13:34:00,2.44,2939005198572199402
2017-06-05 13:41:00,0.73,3550281672258953761
2017-06-05 13:43:00,0.61,17073879917176954652
2017-06-05 13:46:00,2.2,7899114225888885507
2017-06-05 13:48:00,0.61,10735090094188153401
2017-06-05 13:50:00,1.65,459817253589014329
2017-06-05 13:52:00,4.89,11980886332529754681
2017-06-05 13:53:00,0.3,7791644673505929168
2017-06-05 13:54:00,0.15,874945341986980613
2017-06-05 14:05:00,0.3,2335141714027011898
2017-06-05 14:07:00,0.46,11450513456728609355
2017-06-05 14:17:00,0.92,12402584288378353842
2017-06-05 14:19:00,0.61,1449400279635587273
2017-06-05 14:24:00,3.05,15099822145978711118
2017-06-05 14:30:00,7.33,12464626743129688638
2017-06-05 14:33:00,0.18,3550281672258953761
2017-06-05 14:47:00,0.3,13872673459194525459
2017-06-05 14:57:00,14.05,360198093363866063
2017-06-05 14:58:00,0.3,11814439273040611080
2017-06-05 14:59:00,1.16,17489521991790979860
2017-06-05 15:01:00,3.3,3812249877455991316
2017-06-05 15:09:00,0.61,2346387420966949874
2017-06-05 15:19:00,3.3,2560426398205874844
2017-06-05 15:28:00,3.05,17931433018312874158
2017-06-05 15:40:00,0.3,7358976485213746170
2017-06-05 15:55:00,1.22,8950280474959560786
2017-06-05 16:08:00,12.71,13975932056717210136
2017-06-05 16:12:00,1.53,3265237292733023642
2017-06-05 16:15:00,0.3,14631607128407644891
2017-06-05 16:30:00,3.05,3225365142226185948
2017-06-05 16:36:00,3.67,1924612782327296192
2017-06-05 16:36:00,0.15,12244080646795385422
2017-06-05 16:42:00,3.18,3263486045884611639
2017-06-05 16:43:00,2.32,16186836340504242963
2017-06-05 16:59:00,0.61,7111003829622587490
2017-06-05 17:00:00,3.05,12018537274190106339
2017-06-05 17:06:00,5.5,3963367130094376110
2017-06-05 17:07:00,1.16,8000103993834334988
2017-06-05 17:13:00,3.67,6054286770248028985
2017-06-05 17:27:00,2.44,13888745432979765063
2017-06-05 17:47:00,0.3,6912677520372149520
2017-06-05 17:48:00,0.15,4248980791902928895
2017-06-05 17:49:00,0.3,11814439273040611080
2017-06-05 17:59:00,0.55,4646106758538972113
2017-06-05 18:02:00,2.32,15764442223841342787
2017-06-05 18:06:00,0.46,18338868855818094056
2017-06-05 18:13:00,0.3,7791644673505929168
2017-06-05 18:18:00,1.83,5953923769844304355
2017-06-05 18:25:00,15.89,15273714129857295034
2017-06-05 18:32:00,2.44,1288550930381156501
2017-06-05 18:43:00,8.55,1389884115428195884
2017-06-05 18:45:00,2.32,15695337711565668483
2017-06-05 18:45:00,0.37,11053105406911927638
2017-06-05 18:48:00,0.61,10735090094188153401
2017-06-05 18:59:00,1.83,7903283753103461937
2017-06-05 19:03:00,2.44,5288404146709286666
2017-06-05 19:10:00,8.55,4998623003724016525
2017-06-05 19:16:00,5.5,16580280203558228677
2017-06-05 19:20:00,9.9,148401564840028266
2017-06-05 19:29:00,1.16,12948690667911654616
2017-06-05 19:30:00,9.17,360198093363866063
2017-06-05 19:34:00,1.22,1326869375799909036
2017-06-05 19:56:00,10.39,200441795525404407
2017-06-05 20:18:00,0.15,6223165564350916964
2017-06-05 20:24:00,5.8,8851547593144937243
2017-06-05 20:36:00,8.55,4998623003724016525
2017-06-05 20:38:00,0.92,15951969458021367716
2017-06-05 20:45:00,6.11,11926058254858035238
2017-06-05 21:08:00,1.1,15791713721162189736
2017-06-05 21:09:00,0.3,4324331849822953070
2017-06-05 21:16:00,2.2,10225555564121445826
2017-06-05 21:16:00,3.12,2931519028436777681
2017-06-05 21:19:00,3.05,10544568922590644319
2017-06-05 21:33:00,0.61,5139193344416306296
2017-06-05 22:08:00,0.61,13347953361295103381
2017-06-05 22:11:00,0.61,10797642714612000992
2017-06-05 22:12:00,0.61,17351545812044669141
2017-06-05 22:15:00,0.55,14426873242066763236
2017-06-05 22:19:00,0.18,8349760648016518320
2017-06-05 22:20:00,0.92,11624240802985896174
2017-06-05 22:22:00,0.61,13347953361295103381
2017-06-05 22:23:00,1.07,16927415250265823217
2017-06-05 22:24:00,0.3,15512115044571665949
2017-06-05 22:24:00,0.3,7092399543009212056
2017-06-05 22:24:00,0.18,4879970498808176561
2017-06-05 22:25:00,3.33,3245368390751750644
2017-06-05 22:31:00,0.3,4133634741338690946
2017-06-05 22:34:00,2.32,11900473665422776974
2017-06-05 22:37:00,0.3,4657707368657479872
2017-06-05 22:51:00,2.32,11323221407727548184
2017-06-05 22:53:00,0.3,3556020396267172380
2017-06-05 22:55:00,1.16,9367757635095589952
2017-06-05 23:01:00,1.83,17661472154512821688
2017-06-05 23:04:00,3.36,3092042544616660972
2017-06-05 23:05:00,0.61,11921195817514152364
2017-06-05 23:16:00,0.37,1580750561247791012
2017-06-05 23:18:00,2.32,15660576678180554628
2017-06-05 23:22:00,0.3,14150411061758308531
2017-06-05 23:23:00,2.32,3138077888954665232
2017-06-05 23:24:00,0.73,2966971318236542666
2017-06-05 23:30:00,3.48,11141242194316628715
2017-06-05 23:42:00,0.15,12244080646795385422
2017-06-06 00:01:00,0.37,14426873242066763236
2017-06-06 00:09:00,2.69,1969049076023585532
2017-06-06 00:22:00,0.3,6088114191995640973
2017-06-06 00:32:00,0.61,17001806706314070623
2017-06-06 00:39:00,0.15,17001806706314070623
2017-06-06 01:06:00,0.3,7541260740401723650
2017-06-06 01:36:00,0.46,2957678044564230933
2017-06-06 01:38:00,0.37,4018832996076232033
2017-06-06 01:48:00,0.73,4018832996076232033
2017-06-06 01:57:00,0.73,4018832996076232033
2017-06-06 07:12:00,3.91,7671324831150536984
2017-06-06 07:29:00,0.18,2187687441286291730
2017-06-06 08:10:00,2.69,7310267713586809885
2017-06-06 08:14:00,0.3,14589583431551362317
2017-06-06 08:25:00,2.32,12960541838908819009
2017-06-06 08:48:00,0.55,7547351921796622531
2017-06-06 08:50:00,1.53,6062757441245044157
2017-06-06 09:06:00,4.03,6452317594310794486
2017-06-06 09:14:00,3.48,8758846652634548824
2017-06-06 09:16:00,0.3,14285655013755756810
2017-06-06 09:30:00,0.73,5895917414499199782
2017-06-06 09:34:00,0.15,4848576016029470300
2017-06-06 09:38:00,5.38,4140390593169098788
2017-06-06 09:41:00,1.16,1722001479108386584
2017-06-06 09:42:00,0.15,4426935675343824044
2017-06-06 09:48:00,6.72,8232787027101305581
2017-06-06 10:05:00,0.3,9136778215603182641
2017-06-06 10:10:00,2.44,5276732313966897701
2017-06-06 10:12:00,5.5,14431158173451301401
2017-06-06 10:14:00,0.92,11920452646463905188
2017-06-06 10:23:00,1.34,13916725560895606491
2017-06-06 10:30:00,0.18,10326927284026410500
2017-06-06 10:32:00,2.32,11402086327181189743
2017-06-06 10:37:00,3.48,8556548938162132699
2017-06-06 10:38:00,3.05,1210481103526146221
2017-06-06 10:40:00,0.37,18412306167297234164
2017-06-06 10:45:00,3.36,3092042544616660972
2017-06-06 10:52:00,2.08,1751133088499295855
2017-06-06 11:02:00,1.47,4260576632888698143
2017-06-06 11:12:00,0.61,17351545812044669141
2017-06-06 11:12:00,0.3,3216390103674921373
2017-06-06 11:15:00,0.92,14853969025413822863
2017-06-06 11:22:00,2.32,11558306007499972030
2017-06-06 11:30:00,0.46,4134001196049688757
2017-06-06 11:35:00,0.73,18193825383342050269
2017-06-06 11:45:00,1.34,3803310602784278920
2017-06-06 11:53:00,7.33,11920452646463905188
2017-06-06 12:02:00,2.32,14660330447169700214
2017-06-06 12:04:00,31.17,17999372575896145244
2017-06-06 12:04:00,3.12,1465776235099884817
2017-06-06 12:06:00,0.37,8500561131953771288
2017-06-06 12:08:00,3.33,6061227543425911662
2017-06-06 12:12:00,0.46,4134001196049688757
2017-06-06 12:23:00,0.61,17497868304981070406
2017-06-06 12:26:00,7.33,1663710757601165788
2017-06-06 12:27:00,10.45,2545549556353316151
2017-06-06 12:36:00,0.46,6694986996884652153
2017-06-06 12:37:00,0.76,7092399543009212056
