transactionId,visitorId,date,revenue,group
738849391,3161387566,2019-08-24,15.8,A
1939633950,157579733,2019-08-19,40.8,B
4226817726,1349865791,2019-08-19,40.3,A
486115048,2358787737,2019-08-19,40.9,A
3412626998,3282099314,2019-08-19,185.4,A
2414788465,2247745159,2019-08-19,25.1,B
1652782757,2763027084,2019-08-19,25.5,B
1775445570,3118528100,2019-08-19,20.8,A
3154167297,2091902649,2019-08-19,5.8,B
3800875660,3455264956,2019-08-28,35.6,B
1823195189,1918801743,2019-08-28,100.3,B
4276811111,818047933,2019-08-28,55.2,A
4185696070,235366767,2019-08-28,15.0,A
3909269888,1668030113,2019-08-28,80.0,B
3263878605,3340403042,2019-08-28,140.2,A
741346069,3103718471,2019-08-28,25.7,B
3006440800,1738359350,2019-08-28,15.7,B
2029413212,182753106,2019-08-28,5.6,A
2345357201,3577042875,2019-08-28,30.0,B
968111463,458253749,2019-08-25,15.2,B
2994467711,1236388112,2019-08-25,20.8,B
4006427057,612505725,2019-08-25,20.2,A
3745550734,1703949673,2019-08-25,125.1,B
3784129239,2652835245,2019-08-25,10.4,A
2714235110,1046398313,2019-08-25,235.9,A
2216192667,834731816,2019-08-25,640.7,B
310029418,2468974761,2019-08-25,35.6,B
1282317468,2254875182,2019-08-03,15.7,A
1676080802,910107897,2019-08-03,15.6,A
1612463967,3891384992,2019-08-03,95.3,A
2161369048,130417038,2019-08-03,25.5,A
194489498,1154728414,2019-08-03,20.8,A
1407273155,2703178540,2019-08-03,25.4,A
4143214054,1869662856,2019-08-03,70.2,A
2337370869,2016864191,2019-08-03,10.5,A
1407575382,1097629811,2019-08-24,45.4,B
3959809807,1421513677,2019-08-24,95.3,B
4147554249,2301937222,2019-08-24,10.2,A
3147672292,2492519473,2019-08-24,40.7,A
393610987,2700670803,2019-08-24,30.6,A
2106647175,2643391466,2019-08-24,80.4,A
562977028,233773277,2019-08-24,105.6,B
2476095168,1604176421,2019-08-28,80.9,A
1623176798,749837663,2019-08-28,235.3,A
3503087376,1917506191,2019-08-28,140.7,A
615966907,3717692402,2019-08-28,15.0,B
4027963553,1893387602,2019-08-06,140.2,B
2400978083,4181076848,2019-08-06,260.0,B
1552043751,109615108,2019-08-06,35.7,A
2096847394,4251115836,2019-08-19,40.5,B
1745032218,1772171838,2019-08-19,25.5,A
4288552432,2971471657,2019-08-19,10.8,A
2037051350,1957949546,2019-08-19,260.0,A
1033377712,3860669668,2019-08-19,65.4,B
3268879337,2536252163,2019-08-19,310.1,B
4041036714,978473912,2019-08-24,195.8,B
857639553,2044997962,2019-08-24,40.1,A
1205865656,3371277047,2019-08-24,80.6,B
1139821076,2488182306,2019-08-24,10.0,B
4140190337,249864742,2019-08-24,10.5,B
1134284616,3430457488,2019-08-24,260.6,A
1863281703,1959144690,2019-08-25,255.5,A
1400686638,181166394,2019-08-25,75.5,A
42506358,535857429,2019-08-25,55.1,B
1964998089,2618159035,2019-08-25,85.3,A
3631538224,1622301731,2019-08-25,255.4,B
1177690313,2458001652,2019-08-25,40.7,B
3645205514,716514914,2019-08-25,5.8,B
1794917688,252987601,2019-08-03,40.1,A
3533599275,4018812886,2019-08-03,25.9,B
318597867,3104896602,2019-08-03,80.6,A
2812811922,858552794,2019-08-03,25.5,A
1802431162,3127757912,2019-08-03,325.9,A
1441625969,3353177029,2019-08-03,25.3,A
1233825013,3160828523,2019-08-03,90.2,A
444963271,866305447,2019-08-03,65.7,A
2415738512,2038680547,2019-08-25,5.2,A
2213813903,2378935119,2019-08-25,330.5,B
3796325351,4281247801,2019-08-25,45.6,B
3384227820,2582702340,2019-08-25,20.3,B
3025669476,3237158392,2019-08-28,195.1,A
2552819381,678354126,2019-08-28,15.5,A
3646798055,709955468,2019-08-28,155.7,B
2956594374,3260527149,2019-08-28,15.6,B
2084190534,3673190339,2019-08-28,60.8,A
1853288890,4171878080,2019-08-28,155.7,B
2061627240,1402025725,2019-08-28,90.5,A
2641583134,3469608676,2019-08-28,300.0,A
371848868,1294878855,2019-08-28,50.4,B
2890964573,3704741858,2019-08-28,10.1,B
2052514069,1995481842,2019-08-28,5.1,B
2160002122,619764962,2019-08-03,15.4,B
1441855393,1404934699,2019-08-03,420.1,B
2961045922,2696039803,2019-08-03,155.7,B
3252142918,1832798996,2019-08-03,220.2,A
822092266,4186744110,2019-08-03,10.8,B
2399678258,3741503045,2019-08-03,15.0,B
1696190144,1687240555,2019-08-06,385.7,B
2100491088,1147554328,2019-08-06,20.2,B
947776467,659580242,2019-08-06,70.2,B
2505918657,2524310328,2019-08-06,5.2,B
1825231501,2587333274,2019-08-06,140.5,B
3878473215,2210805728,2019-08-06,10.2,B
2470267229,2274825520,2019-08-06,10.8,A
3322807521,4109358064,2019-08-06,15.5,A
884458775,1831227158,2019-08-06,30.0,B
2788225284,1606766439,2019-08-06,580.7,B
3765974140,1357170471,2019-08-19,490.4,A
181836088,3528043184,2019-08-19,150.0,A
4161654914,990904712,2019-08-19,175.1,B
2609443403,2406916810,2019-08-19,10.2,B
590470918,1920142716,2019-08-19,19920.4,B
19467429,2397843657,2019-08-19,45.5,B
3019510679,2397843657,2019-08-19,25.5,B
791532781,4079050915,2019-08-19,80.8,A
2436528253,1060341621,2019-08-19,20.9,B
1168756094,3202540741,2019-08-24,50.5,A
578479971,707833925,2019-08-24,275.5,B
1061451265,3202540741,2019-08-24,85.8,B
3312757456,994339272,2019-08-24,90.8,A
1215410543,3994425631,2019-08-25,25.2,B
2430683444,2378935119,2019-08-28,315.6,B
3381429285,1890645762,2019-08-28,170.0,A
2291372207,2968526225,2019-08-28,35.8,B
2287457662,194969263,2019-08-28,35.7,B
1371922580,2452603128,2019-08-28,5.6,B
3838148156,850320739,2019-08-28,35.8,B
2396420873,2171487014,2019-08-03,50.5,B
1228436647,872679699,2019-08-03,10.5,B
2466620500,1388838483,2019-08-03,115.3,B
3751930031,3909304777,2019-08-03,285.1,B
2656017279,2288159513,2019-08-03,10.0,A
455568416,1414758703,2019-08-03,105.7,A
1679400779,600572117,2019-08-03,45.5,B
35929812,2168467118,2019-08-03,50.7,A
416170089,3146597820,2019-08-03,100.1,A
1750160666,1333886533,2019-08-06,25.5,A
1658608862,3985807412,2019-08-06,10.5,A
3367644853,2307676173,2019-08-06,85.1,B
3075639014,351125977,2019-08-06,70.0,A
3755354294,2458001652,2019-08-06,115.1,B
2781850870,2954449915,2019-08-06,50.2,B
543654048,2458001652,2019-08-06,25.9,A
1442150543,1333058479,2019-08-06,50.6,B
1565422415,191870721,2019-08-06,20.8,B
863448794,2738601405,2019-08-19,5.8,B
141445646,3017378493,2019-08-19,50.1,A
2683113224,154576532,2019-08-19,410.5,B
2661837070,3819243527,2019-08-19,145.0,A
4170537404,290022471,2019-08-19,255.5,B
2854869852,586100578,2019-08-26,30.5,B
1490093586,1404560065,2019-08-26,155.8,B
3900869207,656974993,2019-08-26,45.7,B
1184338948,3254689071,2019-08-26,10.2,B
4182212811,3663170795,2019-08-03,25.9,B
3435237349,3342201840,2019-08-03,140.3,B
2234122314,3310105714,2019-08-03,140.1,B
798048333,3462462738,2019-08-03,40.3,A
4169633550,1858007013,2019-08-03,35.6,B
3224706027,2378935119,2019-08-28,70.8,B
2004946059,1637811943,2019-08-28,20.4,B
2013919907,2928315504,2019-08-28,10.4,B
457171476,1377447894,2019-08-28,5.6,B
2939332152,3245907439,2019-08-24,300.6,B
469964133,537599508,2019-08-24,215.8,A
1651227034,2927087541,2019-08-24,35.7,B
1954636284,2600415354,2019-08-06,25.5,B
2419903539,3177790019,2019-08-06,475.5,B
1715714627,495712671,2019-08-06,30.5,A
2280027650,2458001652,2019-08-06,105.8,B
2631228632,1772171838,2019-08-06,100.3,A
858446481,517094627,2019-08-19,10.0,A
752294429,2758621772,2019-08-19,20.4,B
2786000406,2744017357,2019-08-19,25.9,A
2882003943,3212572194,2019-08-19,30.4,A
3245585636,938079215,2019-08-26,175.3,B
1048853344,3724732821,2019-08-26,310.2,B
298049448,3013339133,2019-08-26,45.9,B
3330749678,3367493247,2019-08-26,140.7,B
128480032,3504688413,2019-08-26,135.1,A
1207030791,2700013943,2019-08-26,35.5,B
1641863009,3937582421,2019-08-26,160.8,A
2825038272,3951559397,2019-08-29,480.8,B
246848596,3951559397,2019-08-29,40.3,A
2596511168,2370420350,2019-08-04,40.3,B
2122398532,1937307986,2019-08-04,150.4,A
635407424,85103373,2019-08-04,20.8,A
50573571,152397976,2019-08-04,10.5,B
735672072,3371539723,2019-08-24,5.9,A
2717892024,865916592,2019-08-24,20.2,A
2541233311,4027578749,2019-08-25,40.8,A
3896562897,3628338328,2019-08-06,40.2,B
438781793,1159489312,2019-08-06,130.9,A
4067849009,2108163459,2019-08-06,10.9,A
2012347492,2572275626,2019-08-06,85.3,B
3913205113,4006260374,2019-08-06,50.3,B
2092376102,1879028067,2019-08-06,30.4,B
1393848137,3874092616,2019-08-06,270.4,B
2744208512,4109358064,2019-08-06,75.5,A
3944922068,1474473704,2019-08-06,110.6,B
2765468571,4038883307,2019-08-06,90.5,A
1472783002,1617417821,2019-08-26,30.0,A
3754751399,2044997962,2019-08-26,95.7,B
582361359,2044997962,2019-08-26,20.2,B
1765769688,1744796792,2019-08-26,50.3,A
4152028361,352377175,2019-08-26,10.0,A
2773724620,1802957007,2019-08-26,15.4,B
641338041,623318263,2019-08-26,165.6,B
815003794,1303698307,2019-08-26,55.2,B
1739748874,522292794,2019-08-19,80.1,B
3487214061,2776274025,2019-08-19,105.4,A
3031564664,393266494,2019-08-19,335.5,A
1654949825,1335154194,2019-08-19,10.7,B
1570513684,2837914161,2019-08-19,515.9,B
1543948528,492739583,2019-08-19,15.5,A
90109939,2075769885,2019-08-19,55.2,B
3970235543,2912540959,2019-08-19,680.8,A
4016435970,4017075195,2019-08-19,210.0,A
1973794357,1698039057,2019-08-29,155.8,A
3660038601,1463715810,2019-08-29,15.7,B
3311675826,3116822707,2019-08-29,70.2,A
3061324106,3972127743,2019-08-04,130.2,B
3925488023,3984495233,2019-08-04,315.1,A
384670583,1247895435,2019-08-04,10.0,A
1703637902,4251087345,2019-08-04,80.1,B
1187625359,3362039251,2019-08-20,100.2,B
1084293954,2069923923,2019-08-20,20.8,A
2425764900,3713138051,2019-08-20,40.2,B
3049238571,2710478747,2019-08-20,165.3,A
3678943889,417213830,2019-08-29,100.7,A
3831358676,2139465532,2019-08-29,185.2,B
2172704731,2042457747,2019-08-29,280.8,B
2866469834,3917749921,2019-08-29,65.8,B
2912128786,2030837847,2019-08-29,390.8,B
430186476,2780786433,2019-08-29,25.3,A
4243941421,1367935136,2019-08-29,550.9,A
3894221956,3584855583,2019-08-29,150.0,B
323958042,1010866419,2019-08-06,425.9,B
151437276,3908431265,2019-08-06,25.2,A
1926996770,3908431265,2019-08-06,30.5,A
3986425716,3908431265,2019-08-06,15.7,A
1747904063,4144343220,2019-08-06,70.2,A
571224785,3941503500,2019-08-06,80.8,B
2489491772,856264494,2019-08-06,60.2,B
3621273697,3941503500,2019-08-06,80.8,B
2888367978,1052142804,2019-08-06,15.7,A
3772248562,3075705514,2019-08-26,25.5,B
3241914033,3957174400,2019-08-26,40.2,B
2243349176,1452540367,2019-08-26,510.5,A
922638597,935349363,2019-08-26,550.9,B
3649785329,1341752722,2019-08-26,20.2,B
1910474662,3661375494,2019-08-26,40.2,B
3600573749,3928949490,2019-08-26,90.1,A
2952636658,56960363,2019-08-09,25.9,B
4021746511,113298937,2019-08-09,425.6,B
4226156350,3660225571,2019-08-09,30.1,A
1867784682,2247666522,2019-08-04,485.3,B
1079956648,4087542339,2019-08-04,10.5,A
4084175636,2430786771,2019-08-04,35.6,A
1887336629,6958315,2019-08-04,25.9,B
3394575003,2025197455,2019-08-04,5.6,B
212815314,2054014923,2019-08-04,85.8,A
2724331495,4279090005,2019-08-04,105.3,B
3932236947,2038680547,2019-08-04,45.1,B
1570911533,2038680547,2019-08-04,25.5,A
1634400895,3540744920,2019-08-04,55.8,A
4060991953,3719891787,2019-08-07,300.3,A
3247488765,1588775363,2019-08-07,90.1,B
1407752954,1555770826,2019-08-29,30.0,A
3167192434,3379260072,2019-08-20,10.3,B
1126146019,2705308997,2019-08-20,5.8,A
3301293313,1151477821,2019-08-20,65.7,B
1774899068,274717519,2019-08-20,55.7,A
1482923642,666694713,2019-08-20,20.8,B
3700356838,4256040402,2019-08-20,275.5,A
2476870871,916684595,2019-08-20,90.3,B
3702128013,237748145,2019-08-20,20.8,A
1601158430,990849616,2019-08-20,55.6,B
1661608904,199874245,2019-08-20,5.7,A
3430893515,1831375989,2019-08-26,35.4,A
2205947780,1049627981,2019-08-26,165.3,A
629969501,3935952912,2019-08-26,75.2,B
3352388207,1938138695,2019-08-26,200.3,A
831316805,3511617963,2019-08-26,125.0,B
2339908130,1485964287,2019-08-26,50.5,A
3627506669,3177606451,2019-08-09,45.7,A
160345536,2445878741,2019-08-09,10.6,B
3126152734,702994395,2019-08-09,15.4,B
2356264591,1224903511,2019-08-09,5.1,A
11068804,3166175118,2019-08-09,75.7,B
3608171161,3637027427,2019-08-04,220.2,A
1215730747,2038680547,2019-08-04,40.1,A
4007826947,3891541246,2019-08-04,10.4,B
3384575290,456417264,2019-08-04,30.5,B
2672742956,2025197455,2019-08-04,195.1,B
332633624,3891541246,2019-08-04,80.2,A
2461347779,4223733735,2019-08-04,45.5,A
1244084011,2458001652,2019-08-04,10.2,A
2252458552,2036584322,2019-08-04,30.8,B
4071177889,3931967268,2019-08-07,830.3,B
1172658283,671625855,2019-08-07,185.5,B
2707614072,2248249182,2019-08-07,30.5,A
3184248123,3616659553,2019-08-07,35.6,A
2150972893,1229532929,2019-08-07,110.5,A
1532137447,1378148355,2019-08-07,20.3,A
