date_posted	days_listed	last_price	bedrooms	kitchen_area	living_area	total_area	balconies	ceiling_height	floors_total	floor	total_images	bike_parking	is_studio	is_open_plan	locality_name	airport_dist	city_center_dist	park_dist	parks_within_3000	pond_dist	ponds_within_3000
2017-07-01T00:00:00	366.00000000000006	71000.0	2	5.2	27.0	42.8	1.0	2.56	5.0	5	20		False	False	Petergof	37868.0	33058.0	294.0	1.0	298.0	3.0
2016-06-23T00:00:00	203.0	88000.0	1	8.0	17.0	36.0	0.0		6.0	1	1		False	False	Pushkin	20782.0	30759.0		0.0	96.0	1.0
2017-11-18T00:00:00	19.0	93000.0	1	7.6	20.5	39.0	1.0		14.0	5	16		False	False	Saint Petersburg	12900.0	14259.0	590.0	1.0	296.0	1.0
2017-11-23T00:00:00	397.0	134000.0	3	9.0	55.6	82.0		3.05	5.0	1	11		False	False	Saint Petersburg	22108.0	10698.0	420.0	3.0		0.0
2016-09-09T00:00:00	571.0	83600.0	1	11.0	16.5	36.0	1.0		17.0	7	6		False	False	Saint Petersburg	33564.0	14616.0		0.0	859.0	1.0
2017-01-27T00:00:00	168.0	65000.0	1	5.6	19.4	31.0	1.0	2.5	5.0	2	8		False	False	Saint Petersburg	44060.0	10842.0	759.0	1.0		0.0
2019-01-09T00:00:00	97.0	284000.0	3	12.0	76.0	121.0		2.75	16.0	8	16		False	False	Saint Petersburg	38900.0	12843.0		0.0		0.0
2017-09-28T00:00:00	74.0	122400.0	3	12.0	48.0	80.0	2.0	2.7	27.0	11	12		False	False	Pargolovo village	53134.0	19311.0		0.0		0.0
2018-03-14T00:00:00	310.0	64000.0	1	5.7	16.9	31.6	1.0		5.0	2	13		False	False	Saint Petersburg	36064.0	9722.0	248.0	1.0		0.0
2017-04-24T00:00:00	60.0	100000.0	2	11.0	30.0	58.0	2.0	2.75	25.0	15	20		False	False	Kudrovo village						
2016-10-29T00:00:00	615.0	59000.0	1	6.1	17.7	32.0		2.6	9.0	9	11		False	False	Saint Petersburg	15414.0	14211.0	517.0	2.0	190.0	1.0
2015-10-31T00:00:00	265.0	130000.0	2	19.6	46.5	97.2	0.0		3.0	1	8		False	False	Saint Petersburg	20052.0	2336.0	411.0	3.0	124.0	3.0
2015-10-01T00:00:00	300.0	136000.0	2	15.0	39.0	76.0	2.0	2.75	23.0	18	3	False	False	False	Saint Petersburg	34967.0	14640.0		0.0	564.0	1.0
2017-04-28T00:00:00	265.0	81000.0	4	7.0	43.0	60.0			5.0	4	6		False	False	Saint Petersburg	11580.0	10510.0		0.0	95.0	1.0
2017-05-12T00:00:00	151.0	142000.0	3	9.2	49.0	70.0	0.0	2.6	17.0	11	20		False	False	Saint Petersburg	29197.0	11456.0	452.0	2.0	779.0	1.0
2017-12-13T00:00:00	74.0	83400.0	1	11.7	20.8	44.0	1.0	2.9	6.0	1	8		False	False	Pushkin	18557.0	30710.0		0.0	118.0	1.0
2016-04-09T00:00:00	125.0	172000.0	3	11.0	52.0	100.0	0.0		19.0	15	9	False	False	False	Saint Petersburg	30394.0	11526.0	532.0	1.0	896.0	1.0
2018-02-19T00:00:00	63.0	44000.0	1			32.8			9.0	2	12		False	False	Kommunar						
2017-10-26T00:00:00	112.0	144000.0	2	13.4	38.1	67.9	2.0	2.8	16.0	4	8		False	False	Saint Petersburg	32888.0	12944.0		0.0		0.0
2016-05-22T00:00:00	224.0	99800.0	3	6.0	39.0	60.0	0.0		5.0	4	7		False	False	Saint Petersburg	11349.0	12889.0		0.0	426.0	1.0
2018-10-15T00:00:00	92.0	96000.0	4	6.5	51.6	73.0			9.0	5	8		False	False	Kolpino	26535.0	32321.0		0.0		0.0
2018-02-04T00:00:00	15.0	65800.0	1	8.0	14.0	33.0		2.55	16.0	3	3		False	False	Saint Petersburg	13943.0	12739.0		0.0		0.0
2017-06-26T00:00:00	644.0	310000.0	5	17.0	104.0	149.0			5.0	4	6		False	False	Saint Petersburg	23670.0	3502.0		0.0	779.0	1.0
2017-01-25T00:00:00	139.0	75800.0	2	6.3	27.0	45.0	2.0		9.0	9	13	False	False	False	Saint Petersburg	49574.0	16461.0	459.0	1.0		0.0
2017-10-28T00:00:00	196.0	39800.0	2			45.8		2.5	5.0	1	10		False	False	village Krasny Bor						
2018-03-29T00:00:00	103.0	63000.0	1	11.6	16.3	40.0		2.75	18.0	9	10		False	False	Murino village						
2018-11-29T00:00:00	29.0	104000.0	2	8.8	29.7	54.4	2.0	2.75	9.0	2	15		False	False	Saint Petersburg	13413.0	12209.0		0.0	1175.0	1.0
2017-03-15T00:00:00	430.0	71800.0	1	10.0	15.0	36.0	2.0	2.6	26.0	22	9		False	False	Pargolovo village	52996.0	19143.0		0.0		0.0
2016-05-04T00:00:00	179.00000000000003	158000.0	3	12.0	59.0	74.0	5.0		14.0	8	16	False	False	False	Saint Petersburg	37715.0	12612.0	725.0	1.0	759.0	1.0
2015-07-08T00:00:00	987.0	440000.0	4	17.6	80.9	161.8	5.0	2.8	4.0	2	13	False	False	False	Petergof	35416.0	30605.0	47.0	2.0	907.0	1.0
2017-01-10T00:00:00	763.0000000000001	186600.0	2	7.5	28.0	48.0		3.0	4.0	4	13		False	False	Saint Petersburg	15016.0	10822.0		0.0	492.0	1.0
2018-11-18T00:00:00		107000.0	1			40.0	1.0		22.0	3	13		False	False	Saint Petersburg	30471.0	11603.0	620.0	1.0	1152.0	1.0
2018-12-02T00:00:00		104000.0	2	7.0	30.3	50.6		2.65	9.0	7	17		False	False	Saint Petersburg	30011.0	12872.0		0.0		0.0
2019-01-31T00:00:00		132000.0	2	8.3	29.7	52.1	2.0	2.6	24.0	9	17		False	False	Saint Petersburg	15114.0	12702.0		0.0		0.0
2018-10-18T00:00:00	179.00000000000003	72000.0	3	5.7	42.5	56.1	1.0		4.0	3	17		False	False	Gatchina						
2017-10-03T00:00:00	322.0	72000.0	1	9.5	15.35	33.83			24.0	6	10		False	False	Saint Petersburg	21460.0	16788.0		0.0	170.0	1.0
2018-11-22T00:00:00		61000.0	1	6.0	18.0	30.8		2.5	9.0	7	1		False	False	Saint Petersburg	45341.0	16603.0	675.0	1.0		0.0
2017-11-13T00:00:00	152.0	90000.0	1	9.0	25.4	48.2	1.0	2.7	5.0	4	1	False	False	False	Pushkin	19841.0	30183.0	531.0	1.0	330.0	3.0
2017-10-17T00:00:00	541.0	900000.0	3	50.0	38.0	161.0		3.2	8.0	4	7		False	False	Saint Petersburg	32537.0	6589.0		0.0	99.0	3.0
2017-09-22T00:00:00		235900.0	6	11.0	94.0	136.0	1.0	3.0	2.0	2	20		False	False	Saint Petersburg	16510.0	6582.0	526.0	1.0		0.0
2017-11-10T00:00:00	6.000000000000001	86000.0	1	15.5	15.4	39.1	2.0		25.0	13	7		False	False	Pargolovo village	52611.0	18783.0		0.0		0.0
2017-04-14T00:00:00	44.00000000000001	66400.0	1	12.0	14.0	36.5	0.0		24.0	6	6		False	False	Saint Petersburg	33331.0	14495.0		0.0		0.0
2018-03-24T00:00:00	69.0	148000.0	2	10.7	33.7	58.8		2.6	10.0	9	20		False	False	Saint Petersburg	10643.0	12260.0		0.0	998.0	1.0
2016-03-28T00:00:00	152.0	87000.0	1	11.1	18.1	41.0	2.0	2.8	7.0	4	14	False	False	False	Saint Petersburg	13772.0	9626.0	271.0	1.0	439.0	1.0
2017-10-25T00:00:00	173.0	64000.0	1	12.0	17.0	45.0			25.0	10	7		False	False	Shushary village	13097.0	18883.0		0.0	649.0	1.0
2017-07-05T00:00:00	298.0	78000.0	1	7.0	19.0	33.0		2.6	9.0	5	11		False	False	Saint Petersburg	12988.0	15579.0		0.0	898.0	2.0
2017-03-06T00:00:00	336.0	126000.0	1			46.5			13.0	13	15		False	False	Saint Petersburg	11125.0	14501.0		0.0		0.0
2018-01-01T00:00:00	11.000000000000002	54800.0	1			35.0			12.0	8	3		False	False	Murino village						
2017-08-24T00:00:00	609.0	159800.0	2	20.0	43.0	74.0			4.0	4	18		False	False	Saint Petersburg	22568.0	4288.0	363.0	1.0		0.0
2017-09-17T00:00:00	5.0	96000.0	3	11.9	48.8	78.6	2.0	2.8	9.0	5	0		False	False	Sertolovo						
2018-09-11T00:00:00	37.0	400000.0	3	16.0	68.0	118.0		3.0	9.0	7	2		False	False	Saint Petersburg	26055.0	4800.0	648.0	1.0	779.0	1.0
2017-11-07T00:00:00	143.0	62000.0	2	5.3	29.0	44.3		2.5	5.0	5	13		False	False	Gatchina						
2018-03-03T00:00:00	216.0	88000.0	3	7.0	39.0	57.0		2.5	5.0	2	7		False	False	Saint Petersburg	35361.0	10484.0		0.0		0.0
2015-12-16T00:00:00	186.00000000000003	69000.0	1	11.5	17.4	34.0	2.0	2.6	17.0	8	6	False	False	False	Murino village						
2018-08-28T00:00:00	39.0	51000.0	1	7.2	15.4	31.0		2.5	5.0	4	6		False	False	Lomonosov	47675.0	51100.0		0.0	490.0	2.0
2017-08-04T00:00:00	234.0	83000.0	3	8.0	44.0	74.0	2.0	2.8	5.0	1	11		False	False	village Fyodorovskoye						
2018-09-16T00:00:00	194.00000000000003	80200.0	2	9.0	28.9	50.7	2.0	2.6	5.0	5	6	False	False	False	Vyborg						
2018-09-05T00:00:00	14.0	68000.0	1	7.0	16.0	30.0			5.0	1	9		False	False	Saint Petersburg	39053.0	8313.0	382.0	1.0		0.0
2019-03-27T00:00:00		97000.0	3	6.2	39.0	57.5		2.5	9.0	8	20		False	False	Saint Petersburg	33623.0	12267.0	334.0	1.0	333.0	1.0
2018-12-09T00:00:00	141.0	90000.0	2	7.5	35.5	55.0	1.0	2.7	3.0	2	10		False	False	Kronshtadt	68258.0	49984.0	167.0	3.0	118.0	3.0
2016-03-14T00:00:00	166.0	95000.0	3	10.4	44.8	73.8	0.0		10.0	1	10	False	False	False	Pargolovo village	53817.0	23742.0		0.0	631.0	3.0
2018-06-14T00:00:00	121.0	47000.0	1	7.1	19.0	34.0		2.5	9.0	8	3		False	False	Kolpino	26765.0	32551.0	445.0	1.0	996.0	1.0
2018-02-27T00:00:00	36.0	99000.0	2	15.0	21.0	44.0	2.0	2.7	23.0	19	19		False	False	Saint Petersburg	15749.0	14545.0		0.0		0.0
2016-05-14T00:00:00	606.0	56000.0	3	4.9	38.4	55.1		2.6	5.0	1	12		False	False	Kirovsk						
2016-03-13T00:00:00	186.00000000000003	86000.0	3	7.3	43.5	62.1	0.0	2.55	5.0	1	7	False	False	False	Saint Petersburg	19646.0	15572.0	231.0	1.0	854.0	2.0
2018-02-22T00:00:00	45.00000000000001	87000.0	1	10.7	18.0	37.0			19.0	6	9		False	False	Saint Petersburg	34324.0	14192.0		0.0		0.0
2017-12-18T00:00:00	463.0	51800.0	3	7.0	42.6	55.7		2.5	4.0	4	12		False	False	Kirovsk						
2018-02-23T00:00:00	235.0	81000.0	3	11.95	45.23	79.1	1.0	3.0	15.0	1	8		False	False	Novoye Devyatkino village						
2018-12-27T00:00:00		218980.0	1			68.0			10.0	6	9		False	False	Saint Petersburg						
2018-01-15T00:00:00	60.0	90000.0	3			80.5			25.0	16	3		False	False	Shushary village	12430.0	18217.0		0.0		0.0
2018-09-24T00:00:00	81.0	84000.0	1	10.2	16.5	41.4		2.7	25.0	20	10		False	False	Pargolovo village	53554.0	19107.0		0.0		0.0
2019-03-13T00:00:00		48000.0	2	5.2	27.46	43.9			2.0	1	11		False	False	Kirovsk						
2018-11-26T00:00:00	65.0	104000.0	2	8.0	27.8	46.3		3.0	5.0	5	13		False	False	Saint Petersburg	13334.0	9319.0		0.0	682.0	1.0
2018-07-17T00:00:00	100.0	90000.0	2	9.0	36.0	63.0	2.0		11.0	3	15		False	False	Metallostroy village	26128.0	27825.0		0.0		0.0
2019-04-23T00:00:00		99980.0	2	9.0	30.0	52.0	2.0	2.61	9.0	6	19		False	False	Saint Petersburg	12444.0	15035.0		0.0	881.0	1.0
2019-04-09T00:00:00		34000.0	1	6.4	18.4	33.1			5.0	1	0		False	False	Lebyazhye village						
2018-10-25T00:00:00	45.00000000000001	50000.0	3	9.0	43.0	63.0		2.5	5.0	4	9		False	False	Siversky village						
2017-09-16T00:00:00	534.0	129000.0	3	8.0	40.0	67.7	1.0		9.0	4	9		False	False	Saint Petersburg	32668.0	13832.0		0.0		0.0
2015-10-28T00:00:00	439.0	42600.0	2	8.5	28.0	54.0	0.0		3.0	1	20		False	False	Molodtsovo village						
2017-11-17T00:00:00	54.0	84000.0	2	10.0	45.0	72.0			12.0	4	10		False	False	Kuzmolovsky village						
2016-06-15T00:00:00	239.0	70000.0	1	10.0	20.0	40.4	1.0	2.75	9.0	7	10	False	False	False	Saint Petersburg	32574.0	11648.0	511.0	1.0		0.0
2019-04-26T00:00:00	4.0	70000.0	1	5.5	15.6	29.5	1.0	2.5	5.0	2	3		False	False	Saint Petersburg	12921.0	7303.0		0.0		0.0
2018-08-06T00:00:00	34.0	103000.0	2	7.0	28.1	47.0	2.0	2.75	9.0	9	14	False	False	False	Saint Petersburg	10142.0	13743.0	751.0	2.0	881.0	1.0
2018-08-24T00:00:00	31.0	175600.0	3	11.0	51.0	78.3		2.5	15.0	9	20		False	False	Saint Petersburg	52108.0	16333.0		0.0	746.0	1.0
2019-02-12T00:00:00	34.0	97960.0	4	13.0	77.0	146.0			2.0	2	15		False	False	Vyborg						
2014-12-10T00:00:00	831.0	234000.0	3	11.0	55.1	80.0	0.0		5.0	3	11		False	False	Saint Petersburg	11248.0	8767.0	666.0	1.0		0.0
2017-09-26T00:00:00	104.0	192000.0	4	8.0	67.0	90.0			5.0	2	32		False	False	Saint Petersburg	23277.0	2818.0		0.0		0.0
2018-02-22T00:00:00	8.0	76000.0	1	8.4	18.0	38.6	2.0		9.0	6	16		False	False	Saint Petersburg	36450.0	13364.0		0.0		0.0
2019-03-23T00:00:00		60000.0	1	13.0	12.0	37.0		2.75	10.0	3	4		False	False	Novaya Ropsha village						
2016-04-15T00:00:00	88.00000000000001	74000.0	1	6.2	18.0	33.0	1.0		14.0	2	7		False	False	Saint Petersburg	49214.0	16140.0		0.0		0.0
2018-10-04T00:00:00	19.0	96000.0	1	9.0	17.0	35.0		2.7	25.0	9	14		False	False	Saint Petersburg	42499.0	9719.0		0.0		0.0
2018-04-18T00:00:00	300.0	138000.0	4	6.0	61.0	77.2		2.6	9.0	1	15		False	False	Saint Petersburg	12403.0	10787.0		0.0	713.0	1.0
2018-01-07T00:00:00	60.0	98000.0	1	9.0	15.0	32.0			25.0	5	12		False	False	Saint Petersburg	52480.0	15598.0		0.0	464.0	1.0
2017-05-25T00:00:00	6.000000000000001	210000.0	5	20.0	79.4	124.1	0.0	3.2	4.0	3	9		False	False	Saint Petersburg	26825.0	5527.0	384.0	1.0		0.0
2016-04-13T00:00:00	122.0	220000.0	4	9.0	73.0	101.0	1.0	3.0	3.0	3	1	False	False	False	Pavlovsk	20746.0	32900.0	127.0	3.0	405.0	3.0
2017-10-30T00:00:00		189800.0	3	11.0	46.0	80.0	1.0	2.55	10.0	7	9		False	False	Saint Petersburg	35958.0	9860.0		0.0		0.0
2015-12-08T00:00:00	1048.0	149952.0	2	9.5	35.5	62.5			5.0	5	2		False	False	Pushkin	14517.0	26670.0	517.0	1.0		0.0
2017-09-29T00:00:00	45.00000000000001	77000.0	2	23.6	27.4	72.3	0.0		3.0	2	6		False	False	Pikkolovo village						
2017-05-29T00:00:00	31.0	91800.0	1	10.0	18.0	40.0	0.0		6.0	1	4		False	False	Saint Petersburg	20062.0	6175.0	241.0	1.0		0.0
2018-03-27T00:00:00	226.0	50000.0	1	7.0	19.0	33.3	2.0	2.55	9.0	3	14		False	False	Vsevolozhsk						
2016-05-19T00:00:00	426.0	115000.0	3	10.8	45.4	78.0	2.0		27.0	27	8		False	False	Pargolovo village	53134.0	19311.0		0.0		0.0
2019-02-07T00:00:00		80000.0	1	6.3	8.3	21.4		2.9	8.0	7	5		False	False	Saint Petersburg	27089.0	5791.0	488.0	2.0	286.0	1.0
2018-11-05T00:00:00	73.0	77000.0	2	6.5	27.0	42.0			5.0	4	8		False	False	Saint Petersburg	43019.0	8535.0		0.0		0.0
2017-11-13T00:00:00	394.0	219980.0	3	18.3		97.2	5.0	2.5	16.0	16	18		False	False	Saint Petersburg	19426.0	21138.0		0.0	390.0	2.0
2018-03-04T00:00:00	390.0	170400.0	3	8.4	55.9	84.7	1.0	3.2	5.0	4	10		False	False	Saint Petersburg	37889.0	9816.0	156.0	1.0		0.0
2019-02-24T00:00:00	60.0	90000.0	1	5.0	17.0	31.0		2.5	9.0	4	8		False	False	Saint Petersburg	35445.0	9089.0		0.0	439.0	2.0
2015-10-21T00:00:00	330.0	124000.0	3	8.2	42.5	67.0	2.0		6.0	2	10	False	False	False	Saint Petersburg	37836.0	12250.0	576.0	1.0	556.0	1.0
2017-10-20T00:00:00	360.00000000000006	50000.0	1	6.0	16.7	30.9		2.75	5.0	1	11		False	False	Kronshtadt	68997.0	50722.0	285.0	1.0	221.0	2.0
2017-02-17T00:00:00	144.0	660000.0	3	24.0	86.0	180.0	4.0	2.9	9.0	8	20	False	False	False	Saint Petersburg	25689.0	4264.0	633.0	1.0		0.0
2019-04-06T00:00:00		42000.0	2	9.0	31.5	60.0	2.0	2.5	5.0	2	20		False	False	Volkhov						
2019-04-04T00:00:00	9.0	86000.0	1	23.8	14.0	48.0			22.0	5	2		False	False	Saint Petersburg	16951.0	15747.0		0.0	1097.0	1.0
2019-03-10T00:00:00		249800.0	3	24.0	45.1	87.8	1.0		12.0	3	20		False	False	Saint Petersburg	32746.0	13845.0		0.0	516.0	1.0
2018-02-25T00:00:00	239.0	96000.0	3	6.3	48.5	65.9		2.55	9.0	8	20		False	False	Saint Petersburg	44855.0	17093.0		0.0		0.0
2019-04-23T00:00:00		81000.0	2	6.6	30.5	51.0			5.0	1	10		False	False	Pushkin	17974.0	32546.0	15.0	1.0	659.0	1.0
2019-04-29T00:00:00		124200.0	2	8.3	31.9	55.0		2.5	11.0	3	6		False	False	Saint Petersburg	31398.0	11990.0		0.0		0.0
2019-02-13T00:00:00	35.0	50000.0	1	5.0	19.5	31.0		2.75	3.0	1	6		False	False	Lomonosov	48649.0	52073.0		0.0	896.0	2.0
2018-02-01T00:00:00	40.0	64000.0	1	8.0	18.0	32.0		2.5	9.0	3	0		False	False	Saint Petersburg	49587.0	16425.0	215.0	1.0		0.0
2018-06-23T00:00:00	163.0	53000.0	2	6.0	31.0	49.0	2.0	2.8	8.0	8	11		False	False	Kingisepp						
2018-08-20T00:00:00		68000.0	3	9.0	41.9	71.1	2.0	2.5	5.0	4	8		False	False	Priozersk						
2017-10-13T00:00:00	49.0	53980.0	1	6.0	19.0	33.0		2.5	9.0	7	13		False	False	Petergof	45332.0	48757.0		0.0		0.0
2018-03-23T00:00:00	78.0	63000.0	1			31.0			25.0	6	12		False	False	Murino village						
2017-07-10T00:00:00	353.00000000000006	76000.0	1	7.3	15.1	33.7		2.65	17.0	3	10		False	False	Saint Petersburg	35452.0	15458.0		0.0	998.0	1.0
2018-09-28T00:00:00	216.0	79800.0	1	17.0	20.5	48.0		3.25	5.0	1	7	False	False	False	Sestroretsk	57998.0	34928.0		0.0	443.0	2.0
2018-08-01T00:00:00	163.0	130000.0	2	7.3	25.6	51.8	1.0	3.45	6.0	2	16		False	False	Saint Petersburg	20502.0	3618.0	533.0	2.0	812.0	1.0
2018-01-01T00:00:00	340.0	266216.0	2	26.85	31.52	85.1	1.0	2.7	10.0	5	11		False	False	Saint Petersburg	31460.0	4263.0	141.0	1.0	133.0	3.0
2017-11-18T00:00:00	80.0	96000.0	2	6.0	29.0	40.0			3.0	2	8		False	False	Saint Petersburg	23371.0	2913.0		0.0	729.0	2.0
2016-04-13T00:00:00	172.0	44000.0	1	5.5	17.0	31.0	1.0	2.5	5.0	3	9	False	False	False	Kuzmolovsky village						
2016-12-09T00:00:00	390.0	338240.0	2	15.4	48.4	105.7		2.7	3.0	1	8		False	False	Pushkin	14352.0	26506.0	366.0	3.0	179.0	3.0
2019-02-27T00:00:00		130000.0	1	5.5	18.5	32.6			5.0	5	8		False	False	Saint Petersburg	24764.0	5448.0		0.0		0.0
2017-09-27T00:00:00	42.0	92400.0	3	17.0	49.6	86.2	1.0	2.75	12.0	9	1		False	False	Kuttuzi village						
2016-06-08T00:00:00	60.0	59800.0	1	5.6	20.0	30.0	0.0	2.5	9.0	9	9		False	False	Saint Petersburg	30067.0	6262.0		0.0	332.0	1.0
2017-03-30T00:00:00	181.00000000000003	49000.0	0		15.5	27.0	2.0		24.0	2	1		True	False	Murino village						
2015-09-21T00:00:00	807.0	165800.0	2	10.0	40.0	77.0	1.0	2.77	16.0	5	6		False	False	Saint Petersburg	30012.0	7384.0		0.0	260.0	1.0
2018-03-31T00:00:00	55.0	88000.0	2	7.8	29.2	53.6	1.0	2.55	10.0	10	11		False	False	Sestroretsk	60883.0	36102.0	341.0	1.0	256.0	2.0
2017-07-06T00:00:00	75.0	554000.0	5	33.8	97.2	179.6	2.0	2.85	25.0	25	10		False	False	Saint Petersburg	19424.0	4489.0		0.0	806.0	1.0
2018-11-04T00:00:00	71.0	95800.0	1	9.0	17.0	35.5		2.65	25.0	20	20		False	False	Saint Petersburg	36688.0	11841.0		0.0	981.0	2.0
2018-06-28T00:00:00	55.0	106000.0	2	7.6	31.5	53.0		2.65	12.0	6	9		False	False	Saint Petersburg	10128.0	12247.0	633.0	2.0	878.0	1.0
2017-07-01T00:00:00	222.0	78000.0	2	6.0	29.0	45.0			5.0	3	9		False	False	Saint Petersburg	39793.0	9052.0		0.0		0.0
2019-03-20T00:00:00		59000.0	2	5.4	28.0	44.9	1.0		5.0	3	15		False	False	Annino village						
2018-08-08T00:00:00	104.0	161800.0	3	12.72	42.9	81.22	1.0	2.64	24.0	10	6		False	False	Saint Petersburg	17755.0	16576.0		0.0	594.0	1.0
2017-05-21T00:00:00	45.00000000000001	87000.0	2	8.3	31.2	55.0	0.0	2.57	9.0	2	12		False	False	Petergof	45958.0	34425.0	589.0	1.0		0.0
2018-11-06T00:00:00	38.0	164000.0	3	12.2	44.2	80.0		4.15	3.0	2	1		False	False	Saint Petersburg	20562.0	3167.0	344.0	2.0	838.0	1.0
2017-07-07T00:00:00	62.0	1920000.0	4		183.0	317.0	1.0	3.5	3.0	3	8		False	False	Saint Petersburg	22673.0	1771.0	508.0	2.0	366.0	3.0
2018-06-25T00:00:00	7.0	219800.0	2	19.0	34.0	80.0	2.0	2.75	22.0	19	11		False	False	Saint Petersburg	34967.0	14640.0		0.0	564.0	1.0
2017-02-15T00:00:00	30.0	145000.0	2	15.0	40.61	75.75	2.0	2.7	22.0	3	15		False	False	Saint Petersburg	51531.0	14184.0		0.0		0.0
2017-11-07T00:00:00	45.00000000000001	62000.0	2	8.5	27.5	47.3			5.0	2	15		False	False	Yanino-1 village						
2017-09-04T00:00:00	98.0	141000.0	3	11.0	37.8	66.0		3.0	4.0	4	14	False	False	False	Saint Petersburg	26235.0	4937.0		0.0	1013.0	1.0
2017-07-30T00:00:00	228.0	66000.0	1	12.4	15.4	41.9	2.0		7.0	7	9		False	False	Shushary village	18240.0	30245.0		0.0	264.0	1.0
2016-04-11T00:00:00	69.0	100000.0	1	7.9	18.9	42.9	1.0	2.75	23.0	8	2	False	False	False	Saint Petersburg	43269.0	13145.0	417.0	1.0		0.0
2018-07-11T00:00:00		112000.0	3	6.3	48.0	66.0		2.5	9.0	9	2		False	False	Saint Petersburg	45589.0	17018.0	762.0	1.0		0.0
2017-05-11T00:00:00	56.0	130000.0	3	10.3	40.1	67.4	1.0	2.65	17.0	6	17	False	False	False	Saint Petersburg	33745.0	14844.0		0.0	357.0	1.0
2018-06-25T00:00:00	81.0	16000.0	2			40.3	2.0		3.0	1	6		False	False	Yefimovsky village						
2019-02-28T00:00:00		148600.0	2	10.2		60.2		2.5	4.0	2	17		False	False	Sestroretsk	54526.0	35625.0		0.0		0.0
2017-12-02T00:00:00	45.00000000000001	46000.0	2			60.0			3.0	1	0		False	False	Plodovoye village						
2019-04-08T00:00:00		75000.0	1	9.8	15.9	35.1		2.75	23.0	1	11		False	False	Saint Petersburg	22314.0	17642.0		0.0	68.0	1.0
2018-11-14T00:00:00	46.00000000000001	45000.0	3	8.4	43.4	73.0			5.0	5	9		False	False	Zaklinye village						
2017-06-02T00:00:00	20.0	123600.0	3	17.5	51.8	85.0	0.0	2.8	17.0	17	0		False	False	Saint Petersburg	16057.0	14853.0		0.0		0.0
2018-03-31T00:00:00	276.0	28000.0	3	8.0	46.0	73.5		2.6	5.0	5	7		False	False	Torkovichi village						
2019-02-22T00:00:00	11.000000000000002	76000.0	2	10.0	38.0	49.0	1.0	2.5	9.0	8	6		False	False	Shushary village	18471.0	24272.0		0.0		0.0
2018-02-08T00:00:00	122.0	71400.0	3	8.3	47.4	73.3	2.0	2.5	5.0	3	10		False	False	Siversky village						
2017-04-11T00:00:00		220000.0	3	14.7	57.7	97.9	1.0	2.75	16.0	3	15		False	False	Saint Petersburg	14069.0	12621.0		0.0		0.0
2018-10-16T00:00:00	37.0	42000.0	1	5.5	17.5	31.6	1.0		5.0	4	8		False	False	Gatchina						
2019-03-08T00:00:00		51000.0	2	10.0	31.0	52.0	1.0	2.6	5.0	3	20		False	False	Pervomayskoye village						
2019-03-14T00:00:00		156700.0	1	20.91	15.36	52.56			24.0	2	5		False	False	Saint Petersburg	43396.0	12153.0		0.0		0.0
2017-09-10T00:00:00	563.0	420840.0	4	21.3	89.11	154.9		3.3	16.0	3	3		False	False	Saint Petersburg	37434.0	8460.0	441.0	1.0	427.0	2.0
