id,user_id,message_date
1001_233,1001,2018-09-19
1001_234,1001,2018-12-02
1001_235,1001,2018-10-29
1001_238,1001,2018-11-30
1001_240,1001,2018-09-23
1001_244,1001,2018-09-20
1001_247,1001,2018-08-15
1001_248,1001,2018-08-16
1001_252,1001,2018-08-21
1001_253,1001,2018-08-26
1001_256,1001,2018-12-19
1001_258,1001,2018-12-01
1001_261,1001,2018-12-28
1001_264,1001,2018-09-26
1001_265,1001,2018-09-22
1001_267,1001,2018-08-14
1001_269,1001,2018-12-16
1001_270,1001,2018-08-20
1001_272,1001,2018-08-31
1001_273,1001,2018-09-06
1001_274,1001,2018-09-01
1001_275,1001,2018-09-15
1001_279,1001,2018-12-25
1001_281,1001,2018-12-15
1001_284,1001,2018-10-11
1001_290,1001,2018-10-15
1001_291,1001,2018-10-19
1001_294,1001,2018-09-29
1001_295,1001,2018-11-13
1001_297,1001,2018-12-18
1001_298,1001,2018-11-15
1001_303,1001,2018-10-19
1001_305,1001,2018-08-30
1001_306,1001,2018-08-17
1001_307,1001,2018-10-12
1001_310,1001,2018-09-21
1001_312,1001,2018-11-11
1001_313,1001,2018-08-29
1001_314,1001,2018-09-24
1001_315,1001,2018-12-05
1001_322,1001,2018-11-03
1001_323,1001,2018-11-27
1001_324,1001,2018-11-13
1001_325,1001,2018-11-24
1001_328,1001,2018-09-01
1001_329,1001,2018-09-10
1001_331,1001,2018-10-12
1001_333,1001,2018-09-13
1001_334,1001,2018-12-27
1001_336,1001,2018-12-26
1001_337,1001,2018-10-29
1001_338,1001,2018-10-02
1001_340,1001,2018-10-14
1001_341,1001,2018-09-13
1001_342,1001,2018-09-04
1001_343,1001,2018-12-20
1001_344,1001,2018-11-05
1001_348,1001,2018-12-30
1001_350,1001,2018-10-29
1001_352,1001,2018-11-22
1001_353,1001,2018-09-03
1001_360,1001,2018-12-30
1001_361,1001,2018-10-27
1001_362,1001,2018-09-24
1001_363,1001,2018-10-14
1001_366,1001,2018-11-07
1001_367,1001,2018-10-26
1001_368,1001,2018-10-20
1001_369,1001,2018-11-10
1001_372,1001,2018-12-04
1001_375,1001,2018-09-04
1001_376,1001,2018-10-13
1001_379,1001,2018-11-08
1001_381,1001,2018-12-08
1001_383,1001,2018-10-18
1001_385,1001,2018-10-08
1001_388,1001,2018-08-26
1001_389,1001,2018-09-18
1001_390,1001,2018-12-03
1001_391,1001,2018-10-18
1001_393,1001,2018-08-16
1001_395,1001,2018-09-21
1001_396,1001,2018-09-13
1001_400,1001,2018-11-26
1001_401,1001,2018-10-09
1001_402,1001,2018-11-17
1001_403,1001,2018-12-30
1001_405,1001,2018-08-20
1001_407,1001,2018-10-11
1001_409,1001,2018-10-02
1001_410,1001,2018-11-10
1001_412,1001,2018-10-15
1001_415,1001,2018-12-15
1001_416,1001,2018-11-05
1001_421,1001,2018-10-19
1001_422,1001,2018-12-17
1002_3,1002,2018-10-28
1002_6,1002,2018-10-22
1002_11,1002,2018-11-17
1002_20,1002,2018-11-15
1002_21,1002,2018-11-29
1002_26,1002,2018-12-29
1002_34,1002,2018-10-26
1002_41,1002,2018-12-21
1002_42,1002,2018-10-22
1002_50,1002,2018-10-23
1002_54,1002,2018-10-26
1002_62,1002,2018-12-10
1002_71,1002,2018-12-18
1002_76,1002,2018-11-09
1002_81,1002,2018-12-31
1002_92,1002,2018-12-15
1002_96,1002,2018-11-02
1002_100,1002,2018-12-14
1002_107,1002,2018-11-05
1002_110,1002,2018-11-12
1002_112,1002,2018-11-03
1002_113,1002,2018-12-17
1002_119,1002,2018-11-09
1002_129,1002,2018-12-16
1002_131,1002,2018-11-14
1002_133,1002,2018-12-04
1002_140,1002,2018-11-19
1002_148,1002,2018-12-12
1002_149,1002,2018-12-26
1002_162,1002,2018-11-03
1002_167,1002,2018-12-07
1002_175,1002,2018-11-25
1002_176,1002,2018-12-12
1002_177,1002,2018-12-06
1002_179,1002,2018-12-13
1002_180,1002,2018-10-25
1002_181,1002,2018-12-21
1002_187,1002,2018-11-23
1002_191,1002,2018-12-24
1002_193,1002,2018-12-26
1002_199,1002,2018-10-30
1002_201,1002,2018-12-09
1002_205,1002,2018-11-08
1002_207,1002,2018-11-21
1002_214,1002,2018-12-21
1002_215,1002,2018-11-17
1002_221,1002,2018-12-24
1002_226,1002,2018-12-31
1002_236,1002,2018-11-05
1002_238,1002,2018-12-31
1002_247,1002,2018-11-04
1002_257,1002,2018-12-17
1002_260,1002,2018-12-28
1002_267,1002,2018-12-03
1002_268,1002,2018-11-27
1002_269,1002,2018-12-07
1002_270,1002,2018-12-22
1002_271,1002,2018-10-30
1002_278,1002,2018-11-24
1002_286,1002,2018-12-23
1002_288,1002,2018-11-14
1002_294,1002,2018-11-10
1002_295,1002,2018-12-13
1002_298,1002,2018-11-03
1002_299,1002,2018-10-28
1002_302,1002,2018-11-05
1002_306,1002,2018-11-17
1002_313,1002,2018-12-18
1002_320,1002,2018-10-26
1002_325,1002,2018-12-28
1002_344,1002,2018-12-05
1002_349,1002,2018-11-10
1002_354,1002,2018-12-23
1002_355,1002,2018-11-16
1002_360,1002,2018-10-24
1002_364,1002,2018-12-21
1002_368,1002,2018-12-17
1002_371,1002,2018-11-22
1002_376,1002,2018-11-08
1002_381,1002,2018-12-18
1002_387,1002,2018-11-24
1002_391,1002,2018-12-17
1002_393,1002,2018-10-23
1002_394,1002,2018-10-25
1002_398,1002,2018-11-18
1002_405,1002,2018-12-09
1002_414,1002,2018-10-31
1002_419,1002,2018-12-15
1003_0,1003,2018-12-24
1003_1,1003,2018-12-19
1003_2,1003,2018-12-18
1003_3,1003,2018-12-21
1003_4,1003,2018-12-28
1003_5,1003,2018-12-24
1003_6,1003,2018-12-31
1003_7,1003,2018-12-28
1003_8,1003,2018-12-27
1003_9,1003,2018-12-21
1003_10,1003,2018-12-28
1003_11,1003,2018-12-28
1003_12,1003,2018-12-23
1003_13,1003,2018-12-21
1003_14,1003,2018-12-29
1003_15,1003,2018-12-29
1003_16,1003,2018-12-17
1003_17,1003,2018-12-29
1003_18,1003,2018-12-19
1003_19,1003,2018-12-18
1003_20,1003,2018-12-17
1003_21,1003,2018-12-23
1003_22,1003,2018-12-27
1003_23,1003,2018-12-17
1003_24,1003,2018-12-31
1003_25,1003,2018-12-24
1003_26,1003,2018-12-23
1003_27,1003,2018-12-21
1003_28,1003,2018-12-28
1003_29,1003,2018-12-19
1003_30,1003,2018-12-19
1003_31,1003,2018-12-26
1003_32,1003,2018-12-18
1003_33,1003,2018-12-17
1003_34,1003,2018-12-22
1003_35,1003,2018-12-19
1003_36,1003,2018-12-28
1003_37,1003,2018-12-27
1003_38,1003,2018-12-24
1003_39,1003,2018-12-24
1003_40,1003,2018-12-19
1003_41,1003,2018-12-25
1003_42,1003,2018-12-23
1003_43,1003,2018-12-24
1003_44,1003,2018-12-25
1003_45,1003,2018-12-26
1003_46,1003,2018-12-28
1003_47,1003,2018-12-20
1003_48,1003,2018-12-18
1003_49,1003,2018-12-24
1004_0,1004,2018-09-25
1004_1,1004,2018-12-21
1004_2,1004,2018-09-11
1004_3,1004,2018-12-13
1004_5,1004,2018-08-06
1004_6,1004,2018-09-28
1004_8,1004,2018-12-10
1004_10,1004,2018-06-24
1004_11,1004,2018-09-02
1004_12,1004,2018-11-15
1004_13,1004,2018-11-15
1004_14,1004,2018-11-20
1004_15,1004,2018-11-26
1004_19,1004,2018-08-20
1004_22,1004,2018-10-29
1004_25,1004,2018-12-28
1004_26,1004,2018-09-20
1004_28,1004,2018-08-21
1004_30,1004,2018-07-20
1004_31,1004,2018-05-31
1004_32,1004,2018-06-21
1004_33,1004,2018-12-21
1004_34,1004,2018-12-16
1004_35,1004,2018-05-25
1004_36,1004,2018-11-22
1004_38,1004,2018-12-26
1004_39,1004,2018-11-07
1004_40,1004,2018-12-15
1004_41,1004,2018-06-06
1004_42,1004,2018-10-22
1004_43,1004,2018-08-11
1004_45,1004,2018-07-17
1004_46,1004,2018-10-07
1004_47,1004,2018-07-05
1004_48,1004,2018-09-23
1004_49,1004,2018-09-29
1004_52,1004,2018-12-07
1004_53,1004,2018-07-16
1004_55,1004,2018-08-20
1004_56,1004,2018-08-18
1004_58,1004,2018-12-21
1004_59,1004,2018-11-03
1004_60,1004,2018-07-29
1004_63,1004,2018-08-10
1004_64,1004,2018-10-16
1004_66,1004,2018-09-07
1004_67,1004,2018-06-15
1004_68,1004,2018-10-01
1004_69,1004,2018-10-16
1004_71,1004,2018-07-25
1004_72,1004,2018-10-14
1004_73,1004,2018-09-08
1004_74,1004,2018-12-14
1004_76,1004,2018-12-30
1004_77,1004,2018-11-27
1004_78,1004,2018-07-20
1004_79,1004,2018-12-18
1004_80,1004,2018-10-11
1004_81,1004,2018-11-01
1004_82,1004,2018-10-22
1004_83,1004,2018-10-18
1004_85,1004,2018-08-05
1004_86,1004,2018-12-13
1004_88,1004,2018-06-28
1004_89,1004,2018-08-31
1004_90,1004,2018-06-28
1004_92,1004,2018-11-06
1004_93,1004,2018-07-25
1004_94,1004,2018-12-24
1004_95,1004,2018-09-21
1004_96,1004,2018-08-20
1004_97,1004,2018-08-28
1004_98,1004,2018-11-04
1004_99,1004,2018-07-31
1004_100,1004,2018-09-02
1004_102,1004,2018-10-22
1004_103,1004,2018-10-25
1004_104,1004,2018-08-26
1004_105,1004,2018-11-28
1004_106,1004,2018-06-17
1004_107,1004,2018-06-02
1004_108,1004,2018-08-17
1004_109,1004,2018-11-18
1004_110,1004,2018-10-27
1004_111,1004,2018-08-08
1004_112,1004,2018-12-16
1004_114,1004,2018-08-18
1004_115,1004,2018-06-10
1004_116,1004,2018-05-24
1004_117,1004,2018-08-23
1004_119,1004,2018-08-11
1004_121,1004,2018-07-24
1004_122,1004,2018-07-29
1004_123,1004,2018-09-26
1004_124,1004,2018-12-09
1004_126,1004,2018-11-21
1004_127,1004,2018-10-18
1004_128,1004,2018-07-28
1004_130,1004,2018-11-25
1004_131,1004,2018-09-22
1004_132,1004,2018-11-27
1004_134,1004,2018-08-22
1004_135,1004,2018-08-10
1004_136,1004,2018-10-13
1004_137,1004,2018-12-24
1004_138,1004,2018-10-26
1004_139,1004,2018-06-14
1004_140,1004,2018-12-13
1004_141,1004,2018-06-14
1004_142,1004,2018-12-01
1004_143,1004,2018-11-30
1004_144,1004,2018-07-10
1004_145,1004,2018-06-04
1004_146,1004,2018-08-26
1004_148,1004,2018-07-12
1004_149,1004,2018-05-27
1004_150,1004,2018-11-26
1004_152,1004,2018-09-09
1004_153,1004,2018-11-22
1004_154,1004,2018-12-10
1004_156,1004,2018-10-05
1004_157,1004,2018-05-27
1004_158,1004,2018-12-14
1004_159,1004,2018-06-28
1004_160,1004,2018-06-09
1004_161,1004,2018-12-12
1004_165,1004,2018-08-28
1004_167,1004,2018-10-16
1004_168,1004,2018-11-26
1004_169,1004,2018-07-16
1004_170,1004,2018-11-10
1004_171,1004,2018-07-26
1004_172,1004,2018-07-07
1004_174,1004,2018-05-27
1004_175,1004,2018-10-04
1004_176,1004,2018-07-16
1004_177,1004,2018-07-19
1004_178,1004,2018-10-03
1004_179,1004,2018-07-14
1004_180,1004,2018-10-26
1004_181,1004,2018-08-19
1004_182,1004,2018-12-17
1004_183,1004,2018-07-31
1004_184,1004,2018-06-10
1004_185,1004,2018-12-22
1004_189,1004,2018-12-10
1004_190,1004,2018-09-06
1004_191,1004,2018-07-10
1004_193,1004,2018-12-30
1004_194,1004,2018-12-22
1004_195,1004,2018-06-06
1004_196,1004,2018-09-20
1004_197,1004,2018-09-25
1004_198,1004,2018-11-15
1004_200,1004,2018-12-21
1004_201,1004,2018-10-01
1004_203,1004,2018-07-07
1004_204,1004,2018-09-30
1004_205,1004,2018-10-10
1004_206,1004,2018-11-29
1004_208,1004,2018-09-02
1004_209,1004,2018-06-05
1004_210,1004,2018-12-24
1004_213,1004,2018-11-05
1004_214,1004,2018-12-02
1004_215,1004,2018-08-13
1004_216,1004,2018-09-10
1004_217,1004,2018-08-22
1004_218,1004,2018-05-28
1004_219,1004,2018-11-17
1004_220,1004,2018-07-06
1004_222,1004,2018-07-07
1004_223,1004,2018-09-16
1004_226,1004,2018-06-06
1004_227,1004,2018-10-23
1004_228,1004,2018-08-28
1004_229,1004,2018-07-30
1005_0,1005,2018-12-25
1005_1,1005,2018-12-30
1005_2,1005,2018-12-25
1005_3,1005,2018-12-28
1005_4,1005,2018-12-24
1005_5,1005,2018-12-30
1005_6,1005,2018-12-25
1005_7,1005,2018-12-25
1005_8,1005,2018-12-31
1005_9,1005,2018-12-27
1005_10,1005,2018-12-25
1006_2,1006,2018-12-25
1006_3,1006,2018-12-09
1006_7,1006,2018-12-02
1006_12,1006,2018-12-20
1006_14,1006,2018-12-29
1006_15,1006,2018-12-20
1006_28,1006,2018-12-04
1006_29,1006,2018-12-13
1006_30,1006,2018-12-23
1006_34,1006,2018-12-23
1006_49,1006,2018-12-04
1006_65,1006,2018-12-22
1006_78,1006,2018-12-17
1006_83,1006,2018-12-24
1006_84,1006,2018-12-16
1006_86,1006,2018-12-24
1006_91,1006,2018-12-05
1006_92,1006,2018-12-26
1006_104,1006,2018-12-11
1006_114,1006,2018-12-30
1006_115,1006,2018-12-18
1006_117,1006,2018-12-08
1006_121,1006,2018-12-22
1006_123,1006,2018-12-19
1006_124,1006,2018-12-03
1006_127,1006,2018-12-17
1006_132,1006,2018-12-11
1006_148,1006,2018-12-11
1006_150,1006,2018-12-04
1006_151,1006,2018-12-17
1006_153,1006,2018-12-08
1006_156,1006,2018-12-07
1006_157,1006,2018-12-03
1006_158,1006,2018-12-27
1006_164,1006,2018-12-14
1006_179,1006,2018-12-23
1006_184,1006,2018-12-17
1006_192,1006,2018-11-28
1006_195,1006,2018-11-29
1006_201,1006,2018-12-10
1006_206,1006,2018-12-16
1006_209,1006,2018-12-02
1006_210,1006,2018-12-10
1006_215,1006,2018-12-08
1006_219,1006,2018-12-07
1006_222,1006,2018-12-11
1006_223,1006,2018-11-30
1006_225,1006,2018-12-10
1006_230,1006,2018-12-30
1006_233,1006,2018-12-18
1006_240,1006,2018-12-29
1006_243,1006,2018-12-07
1006_244,1006,2018-12-10
1006_246,1006,2018-12-21
1006_261,1006,2018-12-25
1006_268,1006,2018-12-16
1006_269,1006,2018-12-10
1006_278,1006,2018-12-18
1006_279,1006,2018-12-30
1006_280,1006,2018-12-27
1006_283,1006,2018-12-28
1006_284,1006,2018-12-21
1006_285,1006,2018-12-23
1006_287,1006,2018-12-24
1006_289,1006,2018-12-08
1006_291,1006,2018-12-23
1006_292,1006,2018-12-10
1006_296,1006,2018-12-21
1006_299,1006,2018-12-22
1006_301,1006,2018-12-11
1006_314,1006,2018-12-29
1006_316,1006,2018-12-15
1006_318,1006,2018-12-25
1006_324,1006,2018-12-04
1006_330,1006,2018-12-08
1006_345,1006,2018-12-31
1006_350,1006,2018-12-18
1006_354,1006,2018-12-17
1006_356,1006,2018-12-22
1006_361,1006,2018-12-04
1006_363,1006,2018-11-30
1006_364,1006,2018-12-10
1006_368,1006,2018-12-10
1006_372,1006,2018-12-13
1006_374,1006,2018-12-09
1006_396,1006,2018-12-09
1006_406,1006,2018-12-02
1006_408,1006,2018-12-13
1006_413,1006,2018-12-07
1006_422,1006,2018-12-27
1006_434,1006,2018-12-01
1006_439,1006,2018-12-29
1006_442,1006,2018-12-08
1006_468,1006,2018-12-19
1006_473,1006,2018-12-08
1006_480,1006,2018-12-02
1006_485,1006,2018-12-10
1006_487,1006,2018-12-25
1006_489,1006,2018-12-26
1006_507,1006,2018-11-29
1006_511,1006,2018-12-15
1006_523,1006,2018-12-14
1006_524,1006,2018-12-27
1006_526,1006,2018-11-30
1006_540,1006,2018-11-30
1006_546,1006,2018-12-03
1006_549,1006,2018-12-08
1006_552,1006,2018-12-27
1006_559,1006,2018-11-28
1006_561,1006,2018-12-04
1006_578,1006,2018-12-28
1006_586,1006,2018-12-28
1006_596,1006,2018-12-10
1006_601,1006,2018-12-05
1006_607,1006,2018-12-23
1006_609,1006,2018-12-12
1006_610,1006,2018-12-04
1006_616,1006,2018-12-05
1006_624,1006,2018-11-28
1006_639,1006,2018-12-07
1006_646,1006,2018-12-11
1006_650,1006,2018-12-07
1006_652,1006,2018-11-29
1006_655,1006,2018-12-18
1006_657,1006,2018-12-30
1006_658,1006,2018-12-15
1006_660,1006,2018-12-14
1006_669,1006,2018-12-28
1006_672,1006,2018-12-30
1006_683,1006,2018-12-13
1006_688,1006,2018-12-31
1006_689,1006,2018-12-13
1006_691,1006,2018-12-04
1006_694,1006,2018-12-08
1006_715,1006,2018-11-30
1006_739,1006,2018-12-09
1006_743,1006,2018-12-01
1006_745,1006,2018-12-06
1006_749,1006,2018-11-28
1006_751,1006,2018-11-30
1006_752,1006,2018-12-30
1006_761,1006,2018-12-17
1006_763,1006,2018-12-01
1006_767,1006,2018-12-03
1006_770,1006,2018-12-23
1006_781,1006,2018-12-04
1006_793,1006,2018-12-01
1006_807,1006,2018-12-14
1006_808,1006,2018-12-02
1006_809,1006,2018-12-31
1006_821,1006,2018-12-11
1006_823,1006,2018-12-25
1006_828,1006,2018-11-28
1006_831,1006,2018-11-29
1007_0,1007,2018-12-22
1007_1,1007,2018-11-28
1007_2,1007,2018-10-03
1007_3,1007,2018-09-04
1007_4,1007,2018-10-28
1007_5,1007,2018-12-03
1007_6,1007,2018-10-26
1007_7,1007,2018-10-17
1007_8,1007,2018-11-11
1007_9,1007,2018-11-15
1007_10,1007,2018-08-21
1007_11,1007,2018-11-30
1007_12,1007,2018-12-01
1007_13,1007,2018-09-10
1007_14,1007,2018-12-09
1007_15,1007,2018-11-26
1007_16,1007,2018-11-02
1007_17,1007,2018-09-12
1007_18,1007,2018-12-22
1007_19,1007,2018-08-20
1007_20,1007,2018-09-18
1007_21,1007,2018-10-26
1007_22,1007,2018-09-17
1007_23,1007,2018-09-03
1007_24,1007,2018-10-26
1007_25,1007,2018-12-22
1007_26,1007,2018-08-25
1007_27,1007,2018-08-17
1007_28,1007,2018-11-17
1007_29,1007,2018-11-14
1007_30,1007,2018-12-06
1007_31,1007,2018-09-26
1007_32,1007,2018-11-13
1007_33,1007,2018-08-25
1007_34,1007,2018-10-14
1007_35,1007,2018-11-17
1007_36,1007,2018-09-08
1007_37,1007,2018-09-07
1007_38,1007,2018-11-11
1007_39,1007,2018-10-12
1007_40,1007,2018-09-15
1007_41,1007,2018-10-01
1007_42,1007,2018-08-23
1007_43,1007,2018-09-28
1007_44,1007,2018-09-11
1007_45,1007,2018-12-18
1007_46,1007,2018-12-12
1007_47,1007,2018-11-04
1007_48,1007,2018-11-26
1007_49,1007,2018-12-18
1007_50,1007,2018-12-05
1007_51,1007,2018-09-18
1007_52,1007,2018-10-25
1007_53,1007,2018-08-27
1007_54,1007,2018-10-13
1007_55,1007,2018-12-16
1007_56,1007,2018-10-11
1007_57,1007,2018-09-09
1007_58,1007,2018-10-25
1007_59,1007,2018-09-02
1007_60,1007,2018-11-29
1007_61,1007,2018-08-10
1007_62,1007,2018-10-24
1007_63,1007,2018-11-19
1007_64,1007,2018-10-27
1007_65,1007,2018-11-24
1007_66,1007,2018-09-21
1007_67,1007,2018-12-01
1007_68,1007,2018-09-14
1007_69,1007,2018-09-02
1007_70,1007,2018-08-31
1007_71,1007,2018-08-21
1007_72,1007,2018-10-03
1007_73,1007,2018-10-02
1007_74,1007,2018-08-27
1007_75,1007,2018-09-04
1007_76,1007,2018-10-18
1007_77,1007,2018-08-21
1007_78,1007,2018-08-29
1007_79,1007,2018-12-31
1007_80,1007,2018-11-15
1007_81,1007,2018-08-12
1007_82,1007,2018-10-01
1007_83,1007,2018-09-25
1007_84,1007,2018-09-19
1007_85,1007,2018-09-08
1007_86,1007,2018-10-09
1007_87,1007,2018-08-11
1007_88,1007,2018-10-17
1007_89,1007,2018-11-21
1007_90,1007,2018-11-29
1007_91,1007,2018-09-05
1007_92,1007,2018-10-24
1007_93,1007,2018-12-20
1007_94,1007,2018-08-21
1007_95,1007,2018-08-23
1007_96,1007,2018-08-09
1007_97,1007,2018-10-14
1007_98,1007,2018-08-16
1007_99,1007,2018-09-24
1007_100,1007,2018-12-22
1007_101,1007,2018-08-16
1007_102,1007,2018-12-06
1007_103,1007,2018-10-24
1007_104,1007,2018-12-26
1007_105,1007,2018-09-17
1007_106,1007,2018-10-06
1007_107,1007,2018-09-06
1007_108,1007,2018-08-08
1007_109,1007,2018-12-27
1007_110,1007,2018-10-30
1007_111,1007,2018-08-30
1007_112,1007,2018-12-07
1007_113,1007,2018-11-14
1007_114,1007,2018-11-12
1007_115,1007,2018-09-25
1007_116,1007,2018-09-19
1007_117,1007,2018-08-24
1007_118,1007,2018-09-02
1007_119,1007,2018-08-19
1007_120,1007,2018-11-24
1007_121,1007,2018-11-12
1007_122,1007,2018-11-16
1007_123,1007,2018-12-26
1007_124,1007,2018-11-03
1007_125,1007,2018-10-17
1007_126,1007,2018-09-27
1007_127,1007,2018-09-23
1007_128,1007,2018-10-11
1007_129,1007,2018-10-23
1007_130,1007,2018-08-09
1007_131,1007,2018-10-07
1007_132,1007,2018-11-17
1007_133,1007,2018-11-30
1007_134,1007,2018-08-27
1007_135,1007,2018-09-19
1007_136,1007,2018-12-25
1007_137,1007,2018-12-05
1007_138,1007,2018-10-23
1007_139,1007,2018-11-06
1007_140,1007,2018-12-17
1007_141,1007,2018-09-04
1007_142,1007,2018-08-29
1007_143,1007,2018-11-20
1007_144,1007,2018-10-31
1007_145,1007,2018-12-11
1007_146,1007,2018-08-19
1007_147,1007,2018-12-17
1007_148,1007,2018-08-24
1007_149,1007,2018-12-04
1007_150,1007,2018-12-16
1007_151,1007,2018-09-25
1007_152,1007,2018-11-11
1007_153,1007,2018-10-06
1007_154,1007,2018-10-06
1007_155,1007,2018-12-09
1007_156,1007,2018-08-29
1007_157,1007,2018-12-16
1007_158,1007,2018-12-03
1007_159,1007,2018-08-29
1007_160,1007,2018-12-19
1007_161,1007,2018-11-30
1007_162,1007,2018-11-26
1007_163,1007,2018-11-06
1007_164,1007,2018-10-21
1007_165,1007,2018-08-29
1007_166,1007,2018-08-24
1007_167,1007,2018-10-03
1007_168,1007,2018-09-16
1007_169,1007,2018-08-07
1007_170,1007,2018-12-21
1007_171,1007,2018-10-10
1007_172,1007,2018-10-20
1007_173,1007,2018-09-09
1007_174,1007,2018-08-29
1007_175,1007,2018-10-29
1007_176,1007,2018-08-25
1007_177,1007,2018-10-02
1007_178,1007,2018-11-22
1007_179,1007,2018-11-01
1007_180,1007,2018-11-07
1007_181,1007,2018-10-22
1007_182,1007,2018-09-11
1007_183,1007,2018-12-21
1007_184,1007,2018-11-11
1007_185,1007,2018-11-21
1007_186,1007,2018-09-27
1007_187,1007,2018-12-28
1007_188,1007,2018-10-19
1007_189,1007,2018-10-30
1007_190,1007,2018-08-12
1007_191,1007,2018-11-30
1007_192,1007,2018-12-28
1007_193,1007,2018-08-27
1007_194,1007,2018-10-03
1007_195,1007,2018-11-04
1007_196,1007,2018-08-21
1007_197,1007,2018-08-24
1007_198,1007,2018-12-01
1007_199,1007,2018-09-04
1007_200,1007,2018-12-01
1007_201,1007,2018-10-19
1007_202,1007,2018-10-12
1007_203,1007,2018-09-25
1007_204,1007,2018-08-17
1007_205,1007,2018-12-10
1007_206,1007,2018-08-23
1007_207,1007,2018-10-21
1007_208,1007,2018-09-03
1007_209,1007,2018-10-11
1007_210,1007,2018-09-22
1007_211,1007,2018-12-17
1007_212,1007,2018-11-09
1007_213,1007,2018-10-21
1007_214,1007,2018-11-11
1007_215,1007,2018-11-07
1007_216,1007,2018-08-10
1007_217,1007,2018-09-10
1007_218,1007,2018-09-04
1007_219,1007,2018-10-07
1007_220,1007,2018-11-02
1007_221,1007,2018-10-18
1007_222,1007,2018-12-10
1007_223,1007,2018-11-16
1007_224,1007,2018-12-06
1007_225,1007,2018-08-24
1007_226,1007,2018-08-07
1007_227,1007,2018-12-01
1007_228,1007,2018-10-24
1007_229,1007,2018-08-21
1007_230,1007,2018-11-01
1007_231,1007,2018-12-02
1007_232,1007,2018-08-24
1007_233,1007,2018-12-17
