id,user_id,session_date,mb_used
1001_249,1001,2018-09-27,379.49
1001_251,1001,2018-12-04,695.82
1001_252,1001,2018-10-31,319.32
1001_259,1001,2018-10-22,523.81
1001_262,1001,2018-10-02,502.14
1001_263,1001,2018-11-09,339.89
1001_266,1001,2018-09-25,94.95
1001_267,1001,2018-10-04,701.01
1001_270,1001,2018-12-08,352.31
1001_271,1001,2018-11-10,89.57
1001_272,1001,2018-08-24,0.0
1001_275,1001,2018-12-14,130.36
1001_277,1001,2018-12-29,295.16
1001_279,1001,2018-12-26,150.67
1001_284,1001,2018-11-12,425.85
1001_286,1001,2018-12-03,161.81
1001_287,1001,2018-08-15,210.82
1001_288,1001,2018-12-09,456.16
1001_289,1001,2018-12-21,330.22
1001_291,1001,2018-09-09,943.96
1001_292,1001,2018-10-23,234.08
1001_294,1001,2018-08-29,47.01
1001_296,1001,2018-12-27,158.71
1001_297,1001,2018-10-19,83.7
1001_298,1001,2018-12-13,408.97
1001_300,1001,2018-09-07,492.98
1001_301,1001,2018-10-21,0.0
1001_302,1001,2018-10-08,782.36
1001_304,1001,2018-09-09,0.0
1001_305,1001,2018-10-18,41.7
1001_306,1001,2018-12-08,276.47
1001_307,1001,2018-10-28,0.0
1001_308,1001,2018-12-24,51.38
1001_310,1001,2018-11-01,342.59
1001_311,1001,2018-11-15,172.14
1001_312,1001,2018-09-24,494.72
1001_313,1001,2018-12-12,235.5
1001_314,1001,2018-12-29,0.0
1001_315,1001,2018-12-08,127.92
1001_316,1001,2018-10-24,494.7
1001_317,1001,2018-12-23,440.45
1001_318,1001,2018-08-31,146.52
1001_319,1001,2018-11-09,314.88
1001_322,1001,2018-11-14,334.23
1001_323,1001,2018-12-11,0.0
1001_324,1001,2018-10-12,778.01
1001_325,1001,2018-10-11,409.07
1001_326,1001,2018-10-31,282.41
1001_327,1001,2018-12-05,502.69
1001_329,1001,2018-12-20,376.1
1001_330,1001,2018-09-23,693.58
1001_331,1001,2018-12-21,822.06
1001_332,1001,2018-09-07,0.0
1001_333,1001,2018-08-30,0.0
1001_336,1001,2018-12-15,30.46
1001_339,1001,2018-10-16,0.0
1001_340,1001,2018-11-03,417.45
1001_345,1001,2018-08-18,249.51
1001_346,1001,2018-10-08,759.57
1001_350,1001,2018-09-11,171.14
1001_351,1001,2018-12-29,534.38
1001_353,1001,2018-08-16,534.19
1001_359,1001,2018-09-30,176.01
1001_366,1001,2018-12-14,152.95
1001_367,1001,2018-10-09,25.41
1001_368,1001,2018-08-31,555.92
1001_370,1001,2018-08-28,200.58
1001_372,1001,2018-12-05,236.96
1001_373,1001,2018-10-13,734.39
1001_375,1001,2018-11-22,404.96
1001_376,1001,2018-11-29,596.61
1001_384,1001,2018-11-23,756.93
1001_388,1001,2018-09-20,260.15
1001_390,1001,2018-11-19,599.89
1001_391,1001,2018-09-12,80.0
1001_392,1001,2018-12-09,450.76
1001_394,1001,2018-11-26,548.88
1001_395,1001,2018-11-26,542.02
1001_396,1001,2018-09-17,0.0
1001_397,1001,2018-09-28,183.74
1001_401,1001,2018-11-16,563.83
1001_405,1001,2018-11-12,101.15
1001_406,1001,2018-09-08,0.0
1001_409,1001,2018-12-27,118.17
1001_412,1001,2018-12-23,0.0
1001_413,1001,2018-10-02,0.0
1001_414,1001,2018-08-19,131.69
1001_415,1001,2018-10-14,489.12
1001_416,1001,2018-11-02,0.0
1001_417,1001,2018-08-17,374.29
1001_419,1001,2018-11-11,407.55
1001_421,1001,2018-08-25,533.2
1001_425,1001,2018-11-25,0.0
1001_427,1001,2018-09-29,29.58
1001_432,1001,2018-10-22,604.6
1001_435,1001,2018-11-06,502.51
1001_437,1001,2018-11-17,112.45
1001_438,1001,2018-10-09,703.4
1001_444,1001,2018-10-22,76.71
1001_445,1001,2018-09-04,42.34
1001_449,1001,2018-11-24,186.8
1001_451,1001,2018-11-05,571.63
1001_455,1001,2018-11-14,259.69
1001_456,1001,2018-10-06,57.66
1001_457,1001,2018-11-14,430.43
1001_458,1001,2018-10-03,479.82
1001_460,1001,2018-09-04,0.0
1001_464,1001,2018-09-23,553.63
1001_465,1001,2018-08-23,649.55
1001_466,1001,2018-09-11,10.28
1001_467,1001,2018-08-20,173.63
1001_470,1001,2018-09-01,388.14
1001_473,1001,2018-12-29,538.07
1001_474,1001,2018-09-13,0.0
1001_475,1001,2018-10-08,228.29
1002_2,1002,2018-11-09,0.0
1002_8,1002,2018-10-23,0.0
1002_15,1002,2018-12-24,681.36
1002_16,1002,2018-12-02,39.18
1002_18,1002,2018-12-18,295.35
1002_21,1002,2018-11-20,989.91
1002_24,1002,2018-11-17,0.0
1002_26,1002,2018-12-05,427.3
1002_35,1002,2018-12-05,202.92
1002_37,1002,2018-11-20,0.0
1002_39,1002,2018-12-02,0.0
1002_58,1002,2018-11-05,0.0
1002_63,1002,2018-11-18,64.63
1002_66,1002,2018-12-10,0.0
1002_67,1002,2018-11-15,379.47
1002_68,1002,2018-12-06,0.0
1002_69,1002,2018-10-27,185.18
1002_70,1002,2018-11-06,341.73
1002_72,1002,2018-11-27,1081.69
1002_75,1002,2018-10-24,391.97
1002_76,1002,2018-10-28,29.66
1002_86,1002,2018-11-16,938.15
1002_89,1002,2018-12-02,404.86
1002_101,1002,2018-11-04,520.93
1002_104,1002,2018-12-20,388.33
1002_106,1002,2018-11-27,495.82
1002_111,1002,2018-10-25,330.79
1002_115,1002,2018-11-22,0.0
1002_121,1002,2018-12-15,0.0
1002_130,1002,2018-12-14,77.82
1002_133,1002,2018-11-30,602.82
1002_152,1002,2018-10-29,518.2
1002_158,1002,2018-12-13,0.0
1002_165,1002,2018-12-19,369.6
1002_167,1002,2018-11-17,758.46
1002_169,1002,2018-11-04,324.99
1002_172,1002,2018-10-31,0.0
1002_173,1002,2018-12-07,284.04
1002_177,1002,2018-10-22,686.01
1002_178,1002,2018-12-18,421.01
1002_185,1002,2018-12-14,440.69
1002_192,1002,2018-12-03,404.03
1002_199,1002,2018-11-07,420.18
1002_200,1002,2018-12-15,475.07
1002_202,1002,2018-10-30,0.0
1002_203,1002,2018-11-29,148.72
1002_204,1002,2018-11-10,484.52
1002_219,1002,2018-12-20,838.7
1002_220,1002,2018-10-30,519.42
1002_224,1002,2018-11-03,146.28
1002_229,1002,2018-11-12,0.0
1002_230,1002,2018-12-03,250.65
1002_231,1002,2018-12-04,354.06
1002_232,1002,2018-11-28,599.29
1002_238,1002,2018-12-07,305.77
1002_252,1002,2018-12-29,0.0
1002_256,1002,2018-12-27,0.0
1002_257,1002,2018-12-18,131.94
1002_262,1002,2018-11-19,236.73
1002_268,1002,2018-11-22,670.11
1002_269,1002,2018-10-25,645.83
1002_272,1002,2018-12-06,109.41
1002_276,1002,2018-12-30,743.31
1002_277,1002,2018-11-27,0.0
1002_285,1002,2018-12-04,385.82
1002_289,1002,2018-12-09,35.91
1002_295,1002,2018-10-23,668.82
1002_299,1002,2018-12-26,491.99
1002_305,1002,2018-10-23,0.0
1002_306,1002,2018-11-15,428.34
1002_308,1002,2018-10-24,455.07
1002_314,1002,2018-11-27,214.38
1002_316,1002,2018-11-10,368.29
1002_323,1002,2018-12-04,383.31
1002_324,1002,2018-10-25,193.73
1002_328,1002,2018-11-29,303.57
1002_336,1002,2018-12-14,759.11
1002_340,1002,2018-12-04,0.0
1002_341,1002,2018-11-27,447.57
1002_345,1002,2018-11-05,357.76
1002_347,1002,2018-12-16,286.44
1002_349,1002,2018-10-22,939.47
1002_351,1002,2018-10-31,17.44
1002_362,1002,2018-11-23,336.55
1002_371,1002,2018-11-21,355.75
1002_376,1002,2018-11-18,459.71
1002_384,1002,2018-11-20,339.58
1002_385,1002,2018-12-18,40.08
1002_389,1002,2018-11-06,438.27
1002_390,1002,2018-11-23,276.94
1002_392,1002,2018-12-26,0.0
1002_397,1002,2018-11-08,662.95
1002_400,1002,2018-11-21,487.77
1002_403,1002,2018-12-20,769.06
1002_407,1002,2018-12-23,809.65
1002_408,1002,2018-10-26,674.92
1002_411,1002,2018-12-20,46.15
1002_413,1002,2018-11-21,71.21
1002_417,1002,2018-12-27,0.0
1002_419,1002,2018-11-18,258.14
1002_425,1002,2018-10-22,295.5
1002_427,1002,2018-12-17,413.67
1002_429,1002,2018-12-02,393.61
1002_436,1002,2018-11-25,403.56
1002_441,1002,2018-12-31,338.81
1002_443,1002,2018-11-30,638.82
1002_446,1002,2018-12-08,0.0
1002_461,1002,2018-12-18,0.0
1002_479,1002,2018-11-13,451.19
1002_484,1002,2018-11-28,289.23
1002_485,1002,2018-11-04,121.14
1002_486,1002,2018-12-07,0.0
1002_501,1002,2018-11-04,479.86
1002_504,1002,2018-12-26,551.08
1002_506,1002,2018-11-29,103.67
1002_507,1002,2018-12-10,0.0
1002_512,1002,2018-10-26,0.0
1002_526,1002,2018-11-07,0.0
1002_532,1002,2018-10-23,0.0
1002_539,1002,2018-12-24,196.59
1002_542,1002,2018-12-29,849.56
1002_545,1002,2018-11-23,683.71
1002_551,1002,2018-11-06,481.76
1002_561,1002,2018-11-04,680.93
1003_0,1003,2018-12-18,69.67
1003_1,1003,2018-12-20,397.87
1003_2,1003,2018-12-25,369.52
1003_3,1003,2018-12-29,699.34
1003_4,1003,2018-12-18,854.15
1003_5,1003,2018-12-28,306.72
1003_6,1003,2018-12-30,239.52
1003_7,1003,2018-12-23,287.0
1003_8,1003,2018-12-26,887.7
1003_9,1003,2018-12-22,223.18
1003_10,1003,2018-12-26,222.22
1003_11,1003,2018-12-19,477.9
1003_12,1003,2018-12-28,356.3
1003_13,1003,2018-12-22,0.0
1003_14,1003,2018-12-17,744.16
1003_15,1003,2018-12-23,393.68
1003_16,1003,2018-12-18,391.18
1003_17,1003,2018-12-28,41.13
1003_18,1003,2018-12-28,558.75
1003_19,1003,2018-12-25,543.7
1003_20,1003,2018-12-21,470.86
1003_21,1003,2018-12-29,985.03
1003_22,1003,2018-12-30,524.63
1003_23,1003,2018-12-24,208.56
1003_24,1003,2018-12-27,576.2
1003_25,1003,2018-12-20,393.45
1003_26,1003,2018-12-24,1222.45
1003_27,1003,2018-12-22,470.54
1003_28,1003,2018-12-22,350.99
1003_29,1003,2018-12-28,570.6
1003_30,1003,2018-12-28,312.11
1003_31,1003,2018-12-28,529.43
1003_32,1003,2018-12-22,388.75
1003_33,1003,2018-12-21,375.99
1003_34,1003,2018-12-21,796.35
1003_35,1003,2018-12-24,593.05
1003_36,1003,2018-12-29,262.71
1003_37,1003,2018-12-30,889.09
1003_38,1003,2018-12-20,711.87
1003_39,1003,2018-12-28,956.82
1003_40,1003,2018-12-23,1220.86
1003_41,1003,2018-12-31,638.26
1003_42,1003,2018-12-28,665.26
1003_43,1003,2018-12-17,103.85
1003_44,1003,2018-12-31,697.93
1003_45,1003,2018-12-18,937.01
1003_46,1003,2018-12-21,694.68
1003_47,1003,2018-12-22,308.42
1003_48,1003,2018-12-22,606.47
1003_49,1003,2018-12-23,298.29
1003_50,1003,2018-12-18,815.49
1003_51,1003,2018-12-26,404.45
1004_0,1004,2018-08-14,435.99
1004_2,1004,2018-07-02,158.18
1004_3,1004,2018-06-15,442.24
1004_5,1004,2018-09-19,298.94
1004_6,1004,2018-06-29,0.0
1004_7,1004,2018-09-12,599.98
1004_8,1004,2018-09-09,356.57
1004_9,1004,2018-08-19,604.6
1004_10,1004,2018-06-30,175.36
1004_13,1004,2018-12-06,69.67
1004_14,1004,2018-10-21,519.12
1004_16,1004,2018-11-04,532.41
1004_18,1004,2018-10-14,318.86
1004_19,1004,2018-12-31,427.41
1004_20,1004,2018-09-10,220.32
1004_22,1004,2018-11-26,0.0
1004_23,1004,2018-07-18,113.06
1004_24,1004,2018-06-16,533.39
1004_25,1004,2018-10-09,69.37
1004_26,1004,2018-11-27,528.79
1004_27,1004,2018-10-08,0.0
1004_28,1004,2018-11-20,86.29
1004_29,1004,2018-09-07,667.81
1004_30,1004,2018-06-08,278.56
1004_33,1004,2018-06-22,419.42
1004_34,1004,2018-05-29,0.0
1004_35,1004,2018-07-24,572.96
1004_36,1004,2018-11-10,392.49
1004_37,1004,2018-09-15,485.62
1004_39,1004,2018-10-19,550.04
1004_41,1004,2018-11-22,246.62
1004_42,1004,2018-07-22,152.14
1004_43,1004,2018-08-31,676.08
1004_44,1004,2018-09-10,403.11
1004_45,1004,2018-07-16,33.08
1004_46,1004,2018-10-12,205.67
1004_47,1004,2018-11-09,409.18
1004_48,1004,2018-07-21,527.83
1004_50,1004,2018-12-19,321.97
1004_53,1004,2018-07-14,0.0
1004_55,1004,2018-07-25,0.0
1004_56,1004,2018-08-24,125.0
1004_59,1004,2018-07-14,577.22
1004_60,1004,2018-10-20,664.32
1004_62,1004,2018-11-07,93.12
1004_63,1004,2018-12-01,231.32
1004_66,1004,2018-11-01,61.7
1004_67,1004,2018-08-08,263.76
1004_68,1004,2018-11-20,212.44
1004_69,1004,2018-08-26,223.03
1004_70,1004,2018-12-01,571.04
1004_71,1004,2018-06-22,294.85
1004_72,1004,2018-05-27,0.0
1004_73,1004,2018-08-04,48.78
1004_74,1004,2018-11-09,72.22
1004_75,1004,2018-08-30,391.92
1004_76,1004,2018-11-04,0.0
1004_77,1004,2018-10-13,272.23
1004_78,1004,2018-06-02,261.33
1004_79,1004,2018-11-19,117.57
1004_80,1004,2018-12-27,439.92
1004_81,1004,2018-11-19,267.58
1004_82,1004,2018-08-12,376.15
1004_83,1004,2018-06-04,9.19
1004_84,1004,2018-09-27,0.0
1004_85,1004,2018-12-03,548.98
1004_86,1004,2018-08-14,662.5
1004_89,1004,2018-11-12,207.01
1004_91,1004,2018-12-30,536.14
1004_92,1004,2018-07-18,456.14
1004_93,1004,2018-06-19,0.0
1004_94,1004,2018-11-12,961.38
1004_95,1004,2018-06-18,228.84
1004_97,1004,2018-06-13,627.3
1004_98,1004,2018-09-10,422.53
1004_100,1004,2018-08-21,529.66
1004_101,1004,2018-07-07,510.85
1004_104,1004,2018-10-24,857.6
1004_105,1004,2018-07-06,295.94
1004_106,1004,2018-05-24,744.08
1004_108,1004,2018-07-13,357.76
1004_109,1004,2018-08-05,393.05
1004_111,1004,2018-08-13,456.14
1004_112,1004,2018-09-09,0.0
1004_113,1004,2018-10-27,0.0
1004_114,1004,2018-09-21,409.94
1004_115,1004,2018-11-25,724.36
1004_117,1004,2018-06-27,158.17
1004_118,1004,2018-06-22,0.0
1004_119,1004,2018-10-27,6.26
1004_120,1004,2018-06-25,476.17
1004_121,1004,2018-12-25,382.79
1004_122,1004,2018-08-26,329.61
1004_123,1004,2018-07-28,320.87
1004_124,1004,2018-12-31,0.0
1004_125,1004,2018-11-12,498.7
1004_126,1004,2018-06-18,40.85
1004_127,1004,2018-08-05,13.96
1004_128,1004,2018-08-01,297.45
1004_129,1004,2018-10-05,222.51
1004_130,1004,2018-09-06,569.29
1004_131,1004,2018-06-06,63.63
1004_132,1004,2018-06-11,89.89
1004_133,1004,2018-09-07,420.48
1004_135,1004,2018-10-24,381.8
1004_136,1004,2018-07-19,595.22
1004_137,1004,2018-08-17,132.67
1004_138,1004,2018-12-12,714.47
1004_139,1004,2018-08-06,458.71
1004_141,1004,2018-10-23,334.9
1004_145,1004,2018-05-25,298.53
1004_146,1004,2018-08-04,719.41
1004_147,1004,2018-06-26,257.65
1004_148,1004,2018-08-17,0.0
1004_149,1004,2018-11-22,558.11
1004_152,1004,2018-09-22,523.37
1004_154,1004,2018-08-24,277.24
1004_155,1004,2018-07-03,169.79
1004_156,1004,2018-11-17,881.29
1004_157,1004,2018-10-07,78.51
1004_159,1004,2018-12-23,457.85
1004_161,1004,2018-08-24,625.72
1004_162,1004,2018-11-29,0.0
1004_163,1004,2018-08-19,705.94
1004_164,1004,2018-12-29,534.9
1004_165,1004,2018-07-03,417.22
1004_167,1004,2018-07-20,496.97
1004_168,1004,2018-12-22,331.96
1004_169,1004,2018-06-26,0.0
1004_170,1004,2018-07-25,491.88
1004_171,1004,2018-08-09,493.4
1004_172,1004,2018-08-06,72.27
1004_173,1004,2018-10-14,281.45
1004_174,1004,2018-07-09,388.09
1004_175,1004,2018-12-21,419.94
1004_177,1004,2018-06-08,212.64
1004_178,1004,2018-06-19,68.77
1004_179,1004,2018-05-27,554.16
1004_181,1004,2018-10-01,708.79
1004_182,1004,2018-06-17,563.3
1004_183,1004,2018-09-15,100.11
1004_185,1004,2018-06-12,242.95
1004_186,1004,2018-09-09,673.75
1004_187,1004,2018-09-04,470.36
1004_188,1004,2018-05-31,335.65
1004_189,1004,2018-10-20,413.47
1004_190,1004,2018-06-01,435.57
1004_191,1004,2018-10-13,255.91
1004_192,1004,2018-07-04,315.27
1004_193,1004,2018-10-20,70.49
1004_194,1004,2018-08-24,420.49
1004_195,1004,2018-12-29,670.85
1004_196,1004,2018-11-14,0.0
1004_197,1004,2018-05-26,681.21
1004_198,1004,2018-12-29,779.11
1004_199,1004,2018-06-11,241.61
1004_200,1004,2018-08-19,288.32
1004_201,1004,2018-12-07,302.88
1004_202,1004,2018-11-24,417.58
1004_203,1004,2018-11-30,61.08
1004_204,1004,2018-09-14,366.43
1004_205,1004,2018-11-17,0.0
1004_206,1004,2018-12-17,500.05
1004_207,1004,2018-09-16,142.21
1004_208,1004,2018-06-14,19.51
1004_209,1004,2018-11-30,9.77
1004_210,1004,2018-08-11,352.61
1004_211,1004,2018-11-01,729.1
1004_213,1004,2018-10-19,150.56
1004_214,1004,2018-08-31,98.73
1004_215,1004,2018-08-07,788.74
1004_216,1004,2018-07-16,394.5
1004_219,1004,2018-11-14,511.56
1004_220,1004,2018-12-09,70.1
1004_221,1004,2018-12-26,476.85
1004_222,1004,2018-06-30,299.42
1004_223,1004,2018-05-27,562.7
1004_224,1004,2018-07-27,0.0
1004_225,1004,2018-08-12,762.97
1004_229,1004,2018-07-17,32.61
1004_230,1004,2018-09-20,176.81
1004_231,1004,2018-08-22,438.32
1004_232,1004,2018-11-25,648.48
1004_233,1004,2018-07-03,485.78
1004_234,1004,2018-10-30,101.43
1004_235,1004,2018-11-16,147.38
1004_239,1004,2018-07-16,164.94
1004_240,1004,2018-11-27,446.21
1004_241,1004,2018-12-27,244.27
1004_242,1004,2018-10-30,277.54
1004_243,1004,2018-12-05,423.32
1004_244,1004,2018-08-15,576.01
1004_245,1004,2018-11-12,234.67
1004_246,1004,2018-05-30,0.0
1004_247,1004,2018-08-17,496.99
1004_248,1004,2018-11-23,383.65
1004_250,1004,2018-07-17,359.45
1004_251,1004,2018-10-14,48.03
1004_252,1004,2018-09-16,0.0
1004_253,1004,2018-06-14,167.34
1004_254,1004,2018-10-30,306.66
1004_257,1004,2018-08-20,703.74
1004_261,1004,2018-06-27,96.53
1004_262,1004,2018-11-18,0.0
1004_265,1004,2018-11-30,246.94
1004_266,1004,2018-09-01,44.92
1004_267,1004,2018-09-25,372.54
1004_268,1004,2018-12-22,0.0
1004_270,1004,2018-09-12,541.11
1004_271,1004,2018-11-10,112.07
1004_272,1004,2018-11-30,829.52
1004_273,1004,2018-08-02,166.07
1004_274,1004,2018-07-10,756.7
1004_275,1004,2018-10-05,420.3
1004_276,1004,2018-06-20,281.19
1004_277,1004,2018-09-08,451.86
1004_278,1004,2018-08-25,468.57
1004_279,1004,2018-06-15,270.01
1004_281,1004,2018-08-22,319.48
1004_282,1004,2018-06-10,0.0
1004_283,1004,2018-06-09,334.13
1004_284,1004,2018-11-16,1.73
1004_286,1004,2018-12-13,352.22
1004_287,1004,2018-09-25,368.7
1004_289,1004,2018-10-18,432.87
1004_290,1004,2018-08-26,682.97
1004_291,1004,2018-12-20,369.73
1004_292,1004,2018-07-03,0.0
1004_293,1004,2018-06-15,408.88
1004_294,1004,2018-09-13,330.75
1004_296,1004,2018-12-06,480.38
1004_297,1004,2018-11-30,374.5
1004_298,1004,2018-06-04,346.07
1004_299,1004,2018-09-12,340.8
1004_300,1004,2018-09-27,0.0
1004_301,1004,2018-09-13,349.57
1004_303,1004,2018-12-02,418.95
1004_304,1004,2018-10-13,379.8
1004_306,1004,2018-11-09,0.0
1004_307,1004,2018-08-09,118.67
1004_310,1004,2018-10-06,0.0
1004_311,1004,2018-12-29,221.96
1004_312,1004,2018-12-01,262.61
1004_313,1004,2018-08-23,328.07
1004_314,1004,2018-08-13,0.0
1004_315,1004,2018-06-08,411.51
1004_317,1004,2018-05-27,201.65
1004_318,1004,2018-06-16,315.43
1004_320,1004,2018-07-27,365.43
1004_321,1004,2018-11-04,430.54
1004_323,1004,2018-07-26,297.12
1004_325,1004,2018-12-31,471.9
1004_326,1004,2018-09-17,383.1
1004_327,1004,2018-09-16,732.63
1004_328,1004,2018-07-16,0.0
1004_329,1004,2018-10-12,0.0
1004_330,1004,2018-07-23,25.82
1004_331,1004,2018-12-27,71.12
1004_332,1004,2018-08-30,820.92
1004_333,1004,2018-06-16,0.0
1004_334,1004,2018-11-06,0.0
1004_336,1004,2018-10-23,288.83
1004_337,1004,2018-07-04,0.0
1004_338,1004,2018-11-29,615.67
1004_339,1004,2018-08-02,685.53
1004_340,1004,2018-09-02,399.76
1004_342,1004,2018-10-23,0.0
1004_343,1004,2018-12-28,355.93
1004_344,1004,2018-05-28,39.79
1004_345,1004,2018-09-15,28.95
1004_346,1004,2018-06-21,365.7
1004_347,1004,2018-08-05,278.08
1004_349,1004,2018-12-17,948.87
1004_350,1004,2018-09-14,229.17
1004_351,1004,2018-10-15,146.29
1004_352,1004,2018-07-07,372.27
1004_353,1004,2018-09-16,0.0
1004_354,1004,2018-06-04,670.54
1004_355,1004,2018-11-18,319.83
1004_356,1004,2018-07-04,870.84
1004_357,1004,2018-09-18,414.78
1004_358,1004,2018-10-08,316.52
1004_359,1004,2018-08-21,332.02
1004_360,1004,2018-10-21,0.0
1004_362,1004,2018-06-08,0.0
1004_363,1004,2018-12-23,798.9
1004_365,1004,2018-11-01,812.87
1004_366,1004,2018-08-30,139.54
1004_367,1004,2018-07-29,588.42
1004_368,1004,2018-08-21,769.51
1004_370,1004,2018-09-28,490.18
1004_371,1004,2018-09-06,25.24
1004_372,1004,2018-11-17,341.79
1004_373,1004,2018-06-20,437.17
1004_374,1004,2018-09-03,220.87
1004_375,1004,2018-06-29,584.94
1004_376,1004,2018-11-10,71.28
1004_377,1004,2018-07-31,588.9
1004_378,1004,2018-07-29,336.1
1004_379,1004,2018-07-13,1052.62
1004_380,1004,2018-11-30,471.45
1004_382,1004,2018-09-12,218.41
1004_383,1004,2018-08-28,649.47
1004_384,1004,2018-10-08,75.25
1004_385,1004,2018-10-02,196.47
1004_387,1004,2018-09-13,464.24
1004_388,1004,2018-11-12,167.36
1004_389,1004,2018-06-08,324.03
