id,user_id,call_date,duration
1001_338,1001,2018-12-23,1.99
1001_340,1001,2018-09-21,7.99
1001_341,1001,2018-11-25,0.71
1001_343,1001,2018-10-26,5.49
1001_345,1001,2018-12-29,1.7
1001_347,1001,2018-09-11,3.24
1001_349,1001,2018-10-25,0.0
1001_350,1001,2018-09-03,5.93
1001_352,1001,2018-10-31,8.83
1001_357,1001,2018-11-30,9.67
1001_361,1001,2018-12-28,17.23
1001_365,1001,2018-08-31,10.07
1001_366,1001,2018-12-27,12.09
1001_368,1001,2018-10-13,0.0
1001_371,1001,2018-09-28,1.88
1001_374,1001,2018-11-25,8.23
1001_376,1001,2018-10-31,10.26
1001_378,1001,2018-09-03,15.8
1001_379,1001,2018-12-01,16.91
1001_380,1001,2018-10-31,0.82
1001_382,1001,2018-08-25,11.9
1001_383,1001,2018-11-14,19.57
1001_386,1001,2018-09-14,6.0
1001_387,1001,2018-08-14,3.67
1001_389,1001,2018-09-01,5.79
1001_393,1001,2018-11-23,0.83
1001_394,1001,2018-11-28,7.41
1001_396,1001,2018-09-22,0.0
1001_397,1001,2018-10-14,10.05
1001_399,1001,2018-11-13,1.58
1001_400,1001,2018-09-21,2.39
1001_406,1001,2018-12-19,2.54
1001_407,1001,2018-12-09,6.57
1001_408,1001,2018-10-02,0.0
1001_411,1001,2018-09-08,7.06
1001_412,1001,2018-12-30,12.49
1001_413,1001,2018-11-28,7.4
1001_414,1001,2018-12-30,5.52
1001_415,1001,2018-09-05,0.0
1001_417,1001,2018-09-09,8.52
1001_418,1001,2018-10-14,16.31
1001_419,1001,2018-11-11,0.0
1001_421,1001,2018-12-26,1.85
1001_425,1001,2018-11-26,0.0
1001_428,1001,2018-11-01,3.33
1001_431,1001,2018-12-24,8.52
1001_432,1001,2018-12-26,11.99
1001_433,1001,2018-09-02,10.27
1001_435,1001,2018-10-07,3.06
1001_436,1001,2018-11-30,0.0
1001_437,1001,2018-08-29,0.0
1001_439,1001,2018-11-06,5.03
1001_440,1001,2018-12-04,6.42
1001_441,1001,2018-08-28,6.64
1001_442,1001,2018-12-27,9.6
1001_443,1001,2018-10-11,4.21
1001_444,1001,2018-11-23,7.48
1001_448,1001,2018-10-30,14.77
1001_449,1001,2018-12-11,5.45
1001_451,1001,2018-11-06,0.0
1001_452,1001,2018-10-16,8.98
1001_456,1001,2018-11-29,0.0
1001_457,1001,2018-11-16,14.43
1001_458,1001,2018-12-08,4.34
1001_459,1001,2018-12-11,9.66
1001_460,1001,2018-08-29,0.0
1001_462,1001,2018-11-25,0.0
1001_466,1001,2018-11-10,13.03
1001_467,1001,2018-10-25,0.0
1001_468,1001,2018-08-23,6.3
1001_469,1001,2018-09-03,8.93
1001_471,1001,2018-09-13,0.0
1001_472,1001,2018-11-22,6.78
1001_473,1001,2018-09-21,4.87
1001_474,1001,2018-12-29,0.0
1001_486,1001,2018-11-23,0.0
1001_487,1001,2018-08-19,10.73
1001_488,1001,2018-11-22,0.42
1001_490,1001,2018-09-05,9.09
1001_491,1001,2018-09-01,1.74
1001_493,1001,2018-12-29,0.87
1001_494,1001,2018-10-27,11.11
1001_504,1001,2018-10-30,2.89
1001_506,1001,2018-10-23,0.0
1001_508,1001,2018-10-23,5.52
1001_509,1001,2018-10-27,6.36
1001_510,1001,2018-10-19,4.0
1001_512,1001,2018-08-16,10.82
1002_0,1002,2018-11-14,12.32
1002_5,1002,2018-12-15,7.04
1002_8,1002,2018-11-02,1.84
1002_14,1002,2018-12-28,5.63
1002_17,1002,2018-12-19,0.0
1002_33,1002,2018-12-31,0.0
1002_34,1002,2018-11-16,12.88
1002_39,1002,2018-12-22,4.75
1002_43,1002,2018-11-16,1.82
1002_53,1002,2018-12-01,0.0
1002_55,1002,2018-12-17,4.89
1002_62,1002,2018-10-30,6.96
1002_65,1002,2018-10-23,0.0
1002_67,1002,2018-11-26,7.27
1002_69,1002,2018-11-14,0.0
1002_70,1002,2018-11-04,0.0
1002_74,1002,2018-11-09,17.55
1002_75,1002,2018-12-02,14.22
1002_82,1002,2018-11-10,5.18
1002_84,1002,2018-12-06,10.1
1002_106,1002,2018-11-12,5.46
1002_108,1002,2018-11-25,6.47
1002_116,1002,2018-11-27,0.0
1002_121,1002,2018-11-30,7.6
1002_122,1002,2018-11-26,6.37
1002_125,1002,2018-11-20,2.56
1002_137,1002,2018-10-29,5.15
1002_145,1002,2018-11-28,4.58
1002_154,1002,2018-11-12,6.76
1002_158,1002,2018-12-03,15.66
1002_168,1002,2018-12-21,0.0
1002_177,1002,2018-10-27,0.0
1002_181,1002,2018-12-02,6.31
1002_183,1002,2018-12-13,2.86
1002_190,1002,2018-12-03,8.5
1002_192,1002,2018-11-16,5.42
1002_198,1002,2018-12-09,0.0
1002_206,1002,2018-12-28,11.17
1002_208,1002,2018-12-10,15.71
1002_209,1002,2018-11-26,7.01
1002_211,1002,2018-12-12,26.22
1002_215,1002,2018-11-06,0.0
1002_216,1002,2018-11-21,4.09
1002_218,1002,2018-12-11,7.7
1002_222,1002,2018-10-28,6.31
1002_233,1002,2018-11-30,7.64
1002_244,1002,2018-10-23,1.01
1002_254,1002,2018-12-22,16.8
1002_264,1002,2018-12-24,0.0
1002_267,1002,2018-11-01,7.79
1002_280,1002,2018-12-25,12.11
1002_283,1002,2018-11-18,0.17
1002_289,1002,2018-11-10,1.76
1002_290,1002,2018-12-16,8.59
1002_292,1002,2018-12-23,4.23
1002_295,1002,2018-12-04,7.54
1002_296,1002,2018-11-02,8.32
1002_305,1002,2018-12-17,3.29
1002_315,1002,2018-11-10,0.0
1002_316,1002,2018-12-13,7.85
1002_318,1002,2018-12-22,13.26
1002_321,1002,2018-11-28,0.0
1002_322,1002,2018-11-17,5.69
1002_323,1002,2018-12-06,20.22
1002_326,1002,2018-10-26,10.69
1002_339,1002,2018-11-18,8.05
1002_349,1002,2018-11-18,3.67
1002_350,1002,2018-12-30,6.12
1002_353,1002,2018-11-10,6.64
1002_362,1002,2018-11-28,16.53
1002_366,1002,2018-11-09,8.04
1002_367,1002,2018-11-28,15.23
1002_369,1002,2018-11-16,1.22
1002_372,1002,2018-11-15,12.16
1002_374,1002,2018-11-22,2.45
1002_378,1002,2018-12-07,0.0
1002_387,1002,2018-11-12,3.44
1002_390,1002,2018-11-20,17.66
1002_399,1002,2018-11-03,14.79
1002_400,1002,2018-11-03,5.37
1002_406,1002,2018-11-01,8.09
1002_408,1002,2018-12-28,10.42
1002_422,1002,2018-11-15,16.24
1002_426,1002,2018-10-27,11.47
1002_430,1002,2018-11-04,1.25
1002_434,1002,2018-12-11,0.0
1002_436,1002,2018-12-12,3.72
1002_444,1002,2018-11-13,11.21
1002_447,1002,2018-11-25,0.89
1002_458,1002,2018-11-14,7.31
1002_462,1002,2018-11-15,3.55
1002_468,1002,2018-12-16,10.14
1002_469,1002,2018-12-23,15.16
1002_471,1002,2018-11-13,15.87
1002_488,1002,2018-11-30,9.3
1002_490,1002,2018-12-21,10.71
1002_494,1002,2018-10-23,0.33
1002_495,1002,2018-12-12,3.39
1002_497,1002,2018-12-02,7.29
1002_498,1002,2018-11-16,2.39
1002_500,1002,2018-12-17,19.34
1002_506,1002,2018-11-27,8.01
1002_508,1002,2018-11-27,13.85
1002_516,1002,2018-11-03,0.0
1002_518,1002,2018-12-16,8.4
1002_523,1002,2018-12-14,3.7
1002_529,1002,2018-12-17,0.0
1002_545,1002,2018-12-01,3.63
1002_547,1002,2018-10-26,0.0
1002_551,1002,2018-10-31,12.21
1002_562,1002,2018-12-25,15.45
1002_568,1002,2018-12-12,4.2
1002_573,1002,2018-12-02,6.92
1003_0,1003,2018-12-28,0.0
1003_1,1003,2018-12-24,3.69
1003_2,1003,2018-12-20,9.26
1003_3,1003,2018-12-29,11.69
1003_4,1003,2018-12-17,3.56
1003_5,1003,2018-12-28,0.0
1003_6,1003,2018-12-19,0.57
1003_7,1003,2018-12-30,1.29
1003_8,1003,2018-12-22,0.87
1003_9,1003,2018-12-18,5.02
1003_10,1003,2018-12-31,2.37
1003_11,1003,2018-12-26,11.37
1003_12,1003,2018-12-25,7.58
1003_13,1003,2018-12-25,13.48
1003_14,1003,2018-12-28,13.81
1003_15,1003,2018-12-30,4.47
1003_16,1003,2018-12-30,13.18
1003_17,1003,2018-12-26,0.0
1003_18,1003,2018-12-31,7.62
1003_19,1003,2018-12-21,0.0
1003_20,1003,2018-12-24,21.23
1003_21,1003,2018-12-19,0.0
1003_22,1003,2018-12-19,7.0
1003_23,1003,2018-12-18,3.66
1003_24,1003,2018-12-25,5.97
1003_25,1003,2018-12-21,4.59
1003_26,1003,2018-12-29,3.71
1003_27,1003,2018-12-27,15.53
1003_28,1003,2018-12-30,10.23
1003_29,1003,2018-12-26,10.93
1003_30,1003,2018-12-27,4.71
1003_31,1003,2018-12-30,13.23
1003_32,1003,2018-12-26,0.0
1003_33,1003,2018-12-17,0.0
1003_34,1003,2018-12-27,0.0
1003_35,1003,2018-12-30,12.17
1003_36,1003,2018-12-31,1.48
1003_37,1003,2018-12-20,8.19
1003_38,1003,2018-12-18,3.38
1003_39,1003,2018-12-28,7.92
1003_40,1003,2018-12-18,0.95
1003_41,1003,2018-12-24,0.22
1003_42,1003,2018-12-20,6.32
1003_43,1003,2018-12-23,4.86
1003_44,1003,2018-12-27,2.97
1003_45,1003,2018-12-17,0.0
1003_46,1003,2018-12-26,9.01
1003_47,1003,2018-12-23,13.19
1003_48,1003,2018-12-26,3.49
1003_49,1003,2018-12-25,7.2
1003_50,1003,2018-12-25,15.12
1003_51,1003,2018-12-27,11.05
1003_52,1003,2018-12-23,0.0
1003_53,1003,2018-12-24,1.56
1003_54,1003,2018-12-21,25.5
1003_55,1003,2018-12-27,0.0
1003_56,1003,2018-12-21,8.1
1003_57,1003,2018-12-22,16.01
1003_58,1003,2018-12-23,15.91
1003_59,1003,2018-12-22,2.18
1003_60,1003,2018-12-28,9.41
1003_61,1003,2018-12-24,25.44
1003_62,1003,2018-12-27,15.25
1003_63,1003,2018-12-19,10.02
1003_64,1003,2018-12-21,0.0
1003_65,1003,2018-12-18,16.97
1003_66,1003,2018-12-17,4.3
1003_67,1003,2018-12-29,11.21
1003_68,1003,2018-12-25,2.59
1003_69,1003,2018-12-24,0.0
1003_70,1003,2018-12-30,1.59
1003_71,1003,2018-12-30,0.0
1003_72,1003,2018-12-23,1.89
1003_73,1003,2018-12-24,0.0
1003_74,1003,2018-12-21,3.02
1003_75,1003,2018-12-22,0.0
1003_76,1003,2018-12-25,16.85
1003_77,1003,2018-12-18,7.31
1003_78,1003,2018-12-20,11.83
1003_79,1003,2018-12-27,16.14
1003_80,1003,2018-12-30,3.55
1003_81,1003,2018-12-28,10.35
1003_82,1003,2018-12-21,5.03
1003_83,1003,2018-12-23,4.15
1003_84,1003,2018-12-18,5.03
1003_85,1003,2018-12-23,5.24
1003_86,1003,2018-12-27,9.52
1003_87,1003,2018-12-19,6.17
1003_88,1003,2018-12-20,12.03
1003_89,1003,2018-12-24,0.0
1003_90,1003,2018-12-27,12.32
1003_91,1003,2018-12-19,12.25
1003_92,1003,2018-12-31,2.75
1003_93,1003,2018-12-25,0.0
1003_94,1003,2018-12-21,0.0
1003_95,1003,2018-12-27,7.7
1003_96,1003,2018-12-31,10.67
1003_97,1003,2018-12-31,12.09
1003_98,1003,2018-12-29,7.15
1003_99,1003,2018-12-23,8.28
1003_100,1003,2018-12-22,18.22
1003_101,1003,2018-12-29,10.9
1003_102,1003,2018-12-24,17.25
1003_103,1003,2018-12-18,7.8
1003_104,1003,2018-12-29,15.58
1003_105,1003,2018-12-20,0.0
1003_106,1003,2018-12-30,9.9
1003_107,1003,2018-12-31,13.98
1003_108,1003,2018-12-22,12.3
1003_109,1003,2018-12-24,0.0
1003_110,1003,2018-12-31,13.79
1003_111,1003,2018-12-25,0.0
1003_112,1003,2018-12-19,18.32
1003_113,1003,2018-12-29,10.07
1003_114,1003,2018-12-20,0.0
1003_115,1003,2018-12-17,5.46
1003_116,1003,2018-12-31,8.62
1003_117,1003,2018-12-24,3.93
1003_118,1003,2018-12-28,3.28
1003_119,1003,2018-12-29,21.34
1003_120,1003,2018-12-18,5.97
1003_121,1003,2018-12-22,1.58
1003_122,1003,2018-12-30,0.0
1003_123,1003,2018-12-22,0.0
1003_124,1003,2018-12-24,6.57
1003_125,1003,2018-12-23,0.0
1003_126,1003,2018-12-28,0.0
1003_127,1003,2018-12-26,0.0
1003_128,1003,2018-12-24,5.29
1003_129,1003,2018-12-27,6.56
1003_130,1003,2018-12-18,0.0
1003_131,1003,2018-12-19,9.9
1003_132,1003,2018-12-19,5.99
1003_133,1003,2018-12-28,0.0
1003_134,1003,2018-12-26,9.68
1003_135,1003,2018-12-21,2.05
1003_136,1003,2018-12-28,17.11
1003_137,1003,2018-12-24,9.08
1003_138,1003,2018-12-30,8.74
1003_139,1003,2018-12-23,7.55
1003_140,1003,2018-12-22,11.11
1003_141,1003,2018-12-23,18.18
1003_142,1003,2018-12-17,8.35
1003_143,1003,2018-12-27,13.83
1003_144,1003,2018-12-27,10.78
1003_145,1003,2018-12-24,2.31
1003_146,1003,2018-12-21,4.75
1003_147,1003,2018-12-28,9.38
1003_148,1003,2018-12-25,0.0
1004_0,1004,2018-11-28,8.82
1004_1,1004,2018-08-31,14.84
1004_2,1004,2018-07-28,10.2
1004_3,1004,2018-06-13,8.87
1004_4,1004,2018-09-10,0.0
1004_5,1004,2018-12-28,11.08
1004_6,1004,2018-10-16,0.12
1004_7,1004,2018-11-23,19.48
1004_8,1004,2018-09-25,8.5
1004_9,1004,2018-11-19,13.67
1004_10,1004,2018-07-20,10.98
1004_11,1004,2018-10-15,6.22
1004_12,1004,2018-06-10,5.53
1004_13,1004,2018-09-06,0.0
1004_14,1004,2018-10-21,10.29
1004_15,1004,2018-08-04,4.79
1004_16,1004,2018-12-25,7.59
1004_17,1004,2018-10-28,1.75
1004_18,1004,2018-10-08,2.94
1004_19,1004,2018-05-27,3.04
1004_20,1004,2018-11-15,1.92
1004_22,1004,2018-05-27,8.11
1004_23,1004,2018-12-12,6.2
1004_25,1004,2018-06-24,6.34
1004_26,1004,2018-12-30,1.68
1004_27,1004,2018-11-14,3.93
1004_28,1004,2018-11-18,10.46
1004_29,1004,2018-12-12,0.0
1004_30,1004,2018-07-19,25.46
1004_31,1004,2018-10-01,0.67
1004_32,1004,2018-11-10,2.47
1004_33,1004,2018-08-26,11.37
1004_35,1004,2018-07-01,14.82
1004_36,1004,2018-11-06,9.47
1004_37,1004,2018-09-13,6.67
1004_39,1004,2018-11-05,0.0
1004_40,1004,2018-07-22,11.08
1004_41,1004,2018-07-15,10.23
1004_43,1004,2018-12-24,9.56
1004_44,1004,2018-06-16,18.67
1004_45,1004,2018-12-17,10.67
1004_46,1004,2018-09-12,7.71
1004_47,1004,2018-06-06,0.0
1004_48,1004,2018-10-16,15.94
1004_49,1004,2018-11-01,2.55
1004_50,1004,2018-10-01,16.47
1004_51,1004,2018-09-27,6.98
1004_52,1004,2018-06-14,7.35
1004_53,1004,2018-10-02,0.0
1004_54,1004,2018-07-10,1.95
1004_55,1004,2018-07-13,1.65
1004_56,1004,2018-07-07,18.8
1004_57,1004,2018-12-09,0.0
1004_59,1004,2018-06-20,5.83
1004_61,1004,2018-10-06,10.0
1004_62,1004,2018-05-31,5.82
1004_63,1004,2018-08-14,15.05
1004_64,1004,2018-06-28,0.0
1004_65,1004,2018-07-14,0.0
1004_66,1004,2018-10-14,17.75
1004_67,1004,2018-07-07,5.04
1004_68,1004,2018-08-27,2.58
1004_69,1004,2018-11-26,10.77
1004_70,1004,2018-07-19,1.19
1004_71,1004,2018-07-16,2.76
1004_72,1004,2018-10-19,3.08
1004_73,1004,2018-12-19,18.41
1004_74,1004,2018-11-04,3.44
1004_75,1004,2018-07-21,6.3
1004_76,1004,2018-08-14,4.02
1004_77,1004,2018-07-29,3.08
1004_78,1004,2018-07-19,10.33
1004_79,1004,2018-11-24,9.54
1004_80,1004,2018-11-28,10.17
1004_81,1004,2018-11-10,13.71
1004_83,1004,2018-09-06,22.15
1004_84,1004,2018-11-24,5.1
1004_85,1004,2018-12-29,8.3
1004_88,1004,2018-12-09,13.11
1004_91,1004,2018-06-04,11.41
1004_92,1004,2018-09-28,6.16
1004_93,1004,2018-08-20,12.65
1004_94,1004,2018-12-27,13.08
1004_95,1004,2018-06-03,6.96
1004_96,1004,2018-09-16,5.03
1004_97,1004,2018-08-22,0.0
1004_98,1004,2018-09-23,18.39
1004_99,1004,2018-10-11,0.0
1004_100,1004,2018-06-23,6.28
1004_101,1004,2018-09-12,12.12
1004_102,1004,2018-06-29,8.58
1004_104,1004,2018-12-11,21.88
1004_105,1004,2018-10-03,1.72
1004_106,1004,2018-08-18,10.45
1004_107,1004,2018-12-10,5.94
1004_108,1004,2018-11-28,3.65
1004_109,1004,2018-05-24,14.43
1004_110,1004,2018-06-22,1.35
1004_111,1004,2018-06-23,0.0
1004_112,1004,2018-07-22,10.9
1004_113,1004,2018-07-29,0.0
1004_114,1004,2018-10-22,9.26
1004_115,1004,2018-10-29,0.0
1004_116,1004,2018-08-20,6.73
1004_117,1004,2018-05-25,23.37
1004_118,1004,2018-07-15,4.74
1004_120,1004,2018-09-17,12.0
1004_122,1004,2018-09-20,0.05
1004_124,1004,2018-08-31,2.69
1004_125,1004,2018-12-19,22.25
1004_126,1004,2018-12-07,0.0
1004_127,1004,2018-05-25,2.11
1004_128,1004,2018-11-07,0.0
1004_129,1004,2018-12-16,0.0
1004_130,1004,2018-05-24,16.53
1004_131,1004,2018-05-26,16.37
1004_132,1004,2018-08-16,6.78
1004_133,1004,2018-08-25,4.33
1004_136,1004,2018-12-27,1.2
1004_138,1004,2018-11-20,4.5
1004_139,1004,2018-10-07,11.76
1004_140,1004,2018-07-10,9.93
1004_141,1004,2018-09-30,0.0
1004_142,1004,2018-11-27,0.0
1004_143,1004,2018-12-06,12.95
1004_144,1004,2018-08-31,1.94
1004_145,1004,2018-11-20,16.5
1004_146,1004,2018-05-28,15.05
1004_149,1004,2018-12-25,0.0
1004_150,1004,2018-10-12,0.0
1004_151,1004,2018-09-04,0.0
1004_152,1004,2018-07-17,0.95
1004_155,1004,2018-10-29,11.82
1004_156,1004,2018-10-09,0.63
1004_157,1004,2018-08-13,0.0
1004_159,1004,2018-08-08,0.0
1004_160,1004,2018-10-17,13.02
1004_161,1004,2018-08-04,7.14
1004_162,1004,2018-11-04,11.62
1004_163,1004,2018-11-04,5.29
1004_164,1004,2018-07-12,7.94
1004_165,1004,2018-10-05,0.59
1004_166,1004,2018-11-04,0.0
1004_167,1004,2018-06-05,5.64
1004_168,1004,2018-11-28,7.26
1004_169,1004,2018-06-08,0.0
1004_170,1004,2018-10-27,9.13
1004_171,1004,2018-11-24,0.0
1004_172,1004,2018-05-29,0.0
1004_173,1004,2018-11-05,17.94
1004_174,1004,2018-10-29,18.89
1004_175,1004,2018-09-13,1.01
1004_176,1004,2018-08-30,11.84
1004_177,1004,2018-12-16,12.52
1004_178,1004,2018-12-15,24.85
1004_179,1004,2018-08-06,16.86
1004_183,1004,2018-06-02,5.34
1004_184,1004,2018-11-19,21.92
1004_185,1004,2018-08-09,24.25
1004_187,1004,2018-08-07,10.6
1004_189,1004,2018-09-22,0.0
1004_190,1004,2018-07-10,2.45
1004_191,1004,2018-07-17,4.29
1004_193,1004,2018-12-29,7.98
1004_195,1004,2018-10-09,1.21
1004_196,1004,2018-09-28,8.14
1004_198,1004,2018-12-17,4.28
1004_199,1004,2018-12-24,9.04
1004_201,1004,2018-11-23,5.03
1004_202,1004,2018-10-13,2.16
1004_203,1004,2018-12-28,0.0
1004_204,1004,2018-11-09,0.0
1004_205,1004,2018-09-15,2.02
1004_206,1004,2018-07-30,0.36
1004_207,1004,2018-05-27,0.0
1004_208,1004,2018-10-24,5.13
1004_209,1004,2018-07-28,9.81
1004_210,1004,2018-08-11,0.0
1004_211,1004,2018-10-12,5.47
1004_212,1004,2018-12-28,12.95
1004_213,1004,2018-08-09,6.07
1004_214,1004,2018-10-20,0.0
1004_215,1004,2018-11-20,8.03
1004_216,1004,2018-08-12,7.38
1004_217,1004,2018-08-10,20.46
1004_218,1004,2018-10-29,6.44
1004_219,1004,2018-12-07,8.29
1004_220,1004,2018-07-09,19.4
1004_221,1004,2018-11-17,0.0
1004_222,1004,2018-05-27,8.02
1004_223,1004,2018-10-28,2.14
1004_225,1004,2018-09-11,0.0
1004_226,1004,2018-09-14,9.25
1004_227,1004,2018-05-26,4.57
1004_228,1004,2018-07-23,9.9
1004_229,1004,2018-08-31,2.88
